image_name,artifact_label
1624_left,0
1624_right,0
1630_left,0
1630_right,0
1634_left,0
1634_right,0
1638_left,0
1638_right,0
1641_left,0
1641_right,0
1643_left,0
1643_right,0
1649_left,0
1649_right,0
1650_left,0
1650_right,0
1651_left,0
1651_right,0
1655_left,0
1655_right,0
1658_right,0
1659_left,0
1659_right,0
1660_left,0
1660_right,0
1667_left,0
1667_right,0
1669_left,0
1672_left,0
1672_right,0
1673_left,0
1673_right,0
1674_left,0
1674_right,0
1678_left,0
1678_right,0
1680_left,0
1680_right,0
1688_left,0
1688_right,0
1689_left,0
1696_left,0
1696_right,0
1698_left,0
1698_right,0
1702_left,0
1702_right,0
1706_left,0
1706_right,0
1710_left,0
1710_right,0
1713_left,0
1713_right,0
1718_left,0
1718_right,0
1719_left,0
1719_right,0
1722_left,0
1722_right,0
1724_left,0
1724_right,0
1727_left,0
1727_right,0
1733_left,0
1733_right,0
1736_left,0
1736_right,0
1737_left,0
1737_right,0
1741_left,0
1741_right,0
1742_left,0
1742_right,0
1744_left,0
1744_right,0
1749_left,0
1749_right,0
1751_left,0
1751_right,0
1754_left,0
1754_right,0
1756_left,0
1756_right,0
1759_left,0
1759_right,0
1763_left,0
1763_right,0
1764_left,0
1764_right,0
1765_left,0
1765_right,0
1766_left,0
1766_right,0
1769_left,0
1769_right,0
1771_left,0
1771_right,0
1772_left,0
1772_right,0
1775_left,0
1775_right,0
1777_left,0
1777_right,0
1779_left,0
1785_right,0
1786_left,0
1786_right,0
1793_left,0
1793_right,0
1799_left,0
1799_right,0
1801_left,0
1801_right,0
1802_left,0
1802_right,0
1803_left,0
1803_right,0
1808_left,0
1808_right,0
1810_left,0
1810_right,0
1817_left,0
1823_left,0
1823_right,0
1826_left,0
1826_right,0
1831_left,0
1832_left,0
1832_right,0
1833_left,0
1835_left,0
1836_left,0
1836_right,0
1839_left,0
1839_right,0
1847_left,0
1847_right,0
1849_left,0
1849_right,0
1853_left,0
1855_left,0
1855_right,0
1859_left,0
1859_right,0
1862_left,0
1862_right,0
1868_left,0
1868_right,0
1869_left,0
1869_right,0
1872_left,0
1872_right,0
1878_left,0
1878_right,0
1880_left,0
1880_right,0
1881_left,0
1881_right,0
1886_left,0
1886_right,0
1887_left,0
1887_right,0
1889_left,0
1889_right,0
1905_left,0
1905_right,0
1907_left,0
1907_right,0
1910_left,0
1910_right,0
1914_left,0
1914_right,0
1915_left,0
1915_right,0
1916_left,0
1916_right,0
1929_left,0
1929_right,0
1936_left,0
1936_right,0
1940_left,0
1940_right,0
1943_left,0
1943_right,0
1953_left,0
1953_right,0
1955_left,0
1955_right,0
1959_left,0
1959_right,0
1960_left,0
1967_left,0
1967_right,0
1971_left,0
1971_right,0
1972_left,0
1972_right,0
1974_left,0
1974_right,0
1977_left,0
1977_right,0
1981_right,0
1982_left,0
1982_right,0
1985_left,0
1985_right,0
1986_left,0
1988_left,0
1988_right,0
1991_left,0
1991_right,0
1997_left,0
1997_right,0
1999_right,0
2000_left,0
2000_right,0
2007_left,0
2007_right,0
2008_left,0
2008_right,0
2014_left,0
2014_right,0
2015_left,0
2015_right,0
2029_left,0
2030_right,0
2035_left,0
2035_right,0
2036_left,0
2036_right,0
2041_left,0
2041_right,0
2046_left,0
2046_right,0
2048_left,0
2048_right,0
2053_left,0
2054_left,0
2054_right,0
2058_left,0
2058_right,0
2059_left,0
2059_right,0
2062_left,0
2062_right,0
2063_left,0
2063_right,0
2066_left,0
2066_right,0
2071_left,0
2071_right,0
2077_left,0
2077_right,0
2078_left,0
2078_right,0
2079_left,0
2079_right,0
2080_left,0
2080_right,0
2084_left,0
2084_right,0
2086_left,0
2086_right,0
2087_left,0
2087_right,0
2092_left,0
2092_right,0
2095_left,0
2095_right,0
2096_left,0
2096_right,0
2097_left,0
2097_right,0
2099_left,0
2102_left,0
2102_right,0
2108_left,0
2108_right,0
2110_left,0
2110_right,0
2113_left,0
2113_right,0
2117_left,0
2117_right,0
2121_left,0
2121_right,0
2123_left,0
2123_right,0
2124_left,0
2124_right,0
2125_left,0
2125_right,0
2131_right,0
2133_left,0
2133_right,0
2134_left,0
2134_right,0
2136_left,0
2136_right,0
2138_left,0
2138_right,0
2139_left,0
2139_right,0
2140_left,0
2140_right,0
2141_left,0
2141_right,0
2144_left,0
2144_right,0
2149_left,0
2149_right,0
2155_right,0
2157_left,0
2157_right,0
2159_left,0
2159_right,0
2163_left,0
2163_right,0
2164_left,0
2164_right,0
2168_right,0
2169_left,0
2169_right,0
2174_left,0
2174_right,0
2179_left,0
2179_right,0
2181_left,0
2181_right,0
2182_left,0
2182_right,0
2185_left,0
2185_right,0
2188_left,0
2188_right,0
2190_left,0
2190_right,0
2191_left,0
2191_right,0
2192_left,0
2194_right,0
2199_left,0
2199_right,0
2200_left,0
2200_right,0
2203_left,0
2203_right,0
2204_left,0
2204_right,0
2217_left,0
2217_right,0
2218_left,0
2218_right,0
2222_left,0
2222_right,0
2223_left,0
2223_right,0
2226_left,0
2226_right,0
2227_left,0
2227_right,0
2228_left,0
2228_right,0
2229_left,0
2229_right,0
2230_left,0
2230_right,0
2231_left,0
2231_right,0
2232_left,0
2236_left,0
2236_right,0
2239_left,0
2239_right,0
2243_left,0
2243_right,0
2246_left,0
2246_right,0
2247_left,0
2247_right,0
2248_left,0
2248_right,0
2252_left,0
2252_right,0
2256_left,0
2256_right,0
2257_left,0
2257_right,0
2258_left,0
2258_right,0
2261_left,0
2262_left,0
2262_right,0
2264_left,0
2270_left,0
2270_right,0
2273_left,0
2274_left,0
2274_right,0
2284_left,0
2284_right,0
2285_left,0
2285_right,0
2286_left,0
2286_right,0
2288_left,0
2288_right,0
2290_left,0
2290_right,0
2296_left,0
2296_right,0
2297_left,0
2297_right,0
2302_left,0
2302_right,0
2303_left,0
2303_right,0
2305_left,0
2305_right,0
2307_left,0
2307_right,0
2315_left,0
2318_left,0
2320_left,0
2320_right,0
2322_left,0
2322_right,0
2323_left,0
2323_right,0
2329_left,0
2329_right,0
2332_left,0
2332_right,0
2334_left,0
2334_right,0
2336_left,0
2336_right,0
2337_left,0
2337_right,0
2339_left,0
2339_right,0
2341_left,0
2341_right,0
2343_left,0
2343_right,0
2350_left,0
2350_right,0
2351_left,0
2351_right,0
2353_left,0
2353_right,0
2354_left,0
2354_right,0
2355_left,0
2355_right,0
2356_left,0
2356_right,0
2358_left,0
2358_right,0
2361_left,0
2361_right,0
2362_left,0
2362_right,0
2363_left,0
2363_right,0
2368_left,0
2368_right,0
2369_right,0
2372_left,0
2372_right,0
2378_left,0
2378_right,0
2379_left,0
2379_right,0
2384_left,0
2384_right,0
2389_left,0
2389_right,0
2399_left,0
2399_right,0
2401_left,0
2401_right,0
2404_left,0
2404_right,0
2405_left,0
2405_right,0
2408_left,0
2408_right,0
2413_left,0
2413_right,0
2418_left,0
2418_right,0
2421_left,0
2421_right,0
2425_left,0
2425_right,0
2430_right,0
2432_left,0
2432_right,0
2433_left,0
2435_left,0
2435_right,0
2436_left,0
2436_right,0
2437_left,0
2437_right,0
2439_left,0
2439_right,0
2441_left,0
2441_right,0
2443_left,0
2443_right,0
2448_left,0
2448_right,0
2450_left,0
2450_right,0
2451_left,0
2451_right,0
2458_left,0
2458_right,0
2462_left,0
2462_right,0
2465_left,0
2465_right,0
2479_left,0
2479_right,0
2483_left,0
2483_right,0
2491_left,0
2491_right,0
2495_left,0
2497_left,0
2497_right,0
2500_left,0
2500_right,0
2502_left,0
2502_right,0
2503_left,0
2503_right,0
2505_left,0
2505_right,0
2515_left,0
2515_right,0
2516_left,0
2517_left,0
2517_right,0
2521_left,0
2521_right,0
2525_right,0
2528_left,0
2528_right,0
2529_left,0
2529_right,0
2530_left,0
2530_right,0
2533_left,0
2533_right,0
2534_left,0
2534_right,0
2535_left,0
2535_right,0
2537_left,0
2537_right,0
2539_left,0
2539_right,0
2541_left,0
2541_right,0
2544_left,0
2544_right,0
2549_left,0
2549_right,0
2550_left,0
2550_right,0
2551_left,0
2551_right,0
2554_left,0
2554_right,0
2556_left,0
2556_right,0
2558_left,0
2558_right,0
2562_left,0
2562_right,0
2564_left,0
2564_right,0
2566_left,0
2566_right,0
2576_left,0
2576_right,0
2578_left,0
2578_right,0
2582_left,0
2582_right,0
2588_left,0
2588_right,0
2589_left,0
2589_right,0
2593_left,0
2593_right,0
2597_left,0
2597_right,0
2598_left,0
2598_right,0
2599_left,0
2599_right,0
2604_left,0
2604_right,0
2605_left,0
2605_right,0
2606_left,0
2606_right,0
2607_left,0
2607_right,0
2622_left,0
2622_right,0
2630_left,0
2630_right,0
2631_left,0
2631_right,0
2633_left,0
2633_right,0
2635_left,0
2635_right,0
2640_left,0
2641_left,0
2641_right,0
2642_left,0
2642_right,0
2643_left,0
2643_right,0
2646_left,0
2646_right,0
2650_left,0
2650_right,0
2652_right,0
2655_left,0
2655_right,0
2656_left,0
2656_right,0
2660_left,0
2660_right,0
2662_left,0
2662_right,0
2664_left,0
2664_right,0
2666_left,0
2666_right,0
2669_left,0
2669_right,0
2670_left,0
2675_left,0
2675_right,0
2676_left,0
2676_right,0
2677_left,0
2677_right,0
2678_left,0
2678_right,0
2683_left,0
2683_right,0
2684_left,0
2684_right,0
2687_left,0
2687_right,0
2689_left,0
2689_right,0
2691_right,0
2693_left,0
2693_right,0
2695_left,0
2695_right,0
2697_left,0
2697_right,0
2701_left,0
2701_right,0
2702_left,0
2702_right,0
2703_left,0
2703_right,0
2705_right,0
2710_left,0
2710_right,0
2712_left,0
2712_right,0
2721_left,0
2721_right,0
2724_left,0
2724_right,0
2726_left,0
2726_right,0
2728_left,0
2728_right,0
2731_left,0
2731_right,0
2734_left,0
2734_right,0
2735_left,0
2735_right,0
2736_left,0
2736_right,0
2743_left,0
2743_right,0
2744_left,0
2744_right,0
2749_left,0
2749_right,0
2754_left,0
2754_right,0
2755_left,0
2755_right,0
2758_left,0
2758_right,0
2765_left,0
2765_right,0
2768_left,0
2768_right,0
2774_left,0
2774_right,0
2776_left,0
2776_right,0
2778_left,0
2778_right,0
2780_left,0
2780_right,0
2785_left,0
2785_right,0
2791_left,0
2791_right,0
2793_left,0
2793_right,0
2794_left,0
2794_right,0
2795_right,0
2796_left,0
2796_right,0
2801_left,0
2801_right,0
2802_left,0
2806_left,0
2806_right,0
2807_left,0
2807_right,0
2812_left,0
2812_right,0
2813_left,0
2813_right,0
2814_left,0
2814_right,0
2815_left,0
2815_right,0
2817_left,0
2817_right,0
2818_left,0
2818_right,0
2820_left,0
2820_right,0
2823_left,0
2823_right,0
2824_left,0
2824_right,0
2826_left,0
2826_right,0
2829_left,0
2829_right,0
2830_left,0
2830_right,0
2831_left,0
2831_right,0
2838_left,0
2838_right,0
2839_left,0
2839_right,0
2840_left,0
2840_right,0
2842_left,0
2842_right,0
2846_left,0
2846_right,0
2847_left,0
2847_right,0
2848_left,0
2848_right,0
2851_left,0
2851_right,0
2853_left,0
2853_right,0
2857_left,0
2857_right,0
2859_left,0
2859_right,0
2860_left,0
2860_right,0
2865_left,0
2865_right,0
2869_left,0
2869_right,0
2874_left,0
2874_right,0
2879_left,0
2879_right,0
2881_left,0
2881_right,0
2886_left,0
2886_right,0
2887_left,0
2887_right,0
2888_left,0
2888_right,0
2889_left,0
2889_right,0
2893_left,0
2893_right,0
2895_left,0
2895_right,0
2897_left,0
2897_right,0
2905_left,0
2905_right,0
2908_left,0
2908_right,0
2910_left,0
2910_right,0
2911_left,0
2911_right,0
2918_left,0
2918_right,0
2923_left,0
2923_right,0
2933_left,0
2933_right,0
2947_left,0
2947_right,0
2949_left,0
2952_left,0
2952_right,0
2953_right,0
2954_left,0
2954_right,0
2957_left,0
2957_right,0
2961_left,0
2961_right,0
2963_left,0
2963_right,0
2964_left,0
2964_right,0
2965_left,0
2969_left,0
2969_right,0
2973_left,0
2973_right,0
2976_left,0
2976_right,0
2978_left,0
2978_right,0
2980_left,0
2980_right,0
2982_left,0
2982_right,0
2984_left,0
2984_right,0
2986_left,0
2986_right,0
2990_left,0
2990_right,0
2996_left,0
2996_right,0
2997_left,0
2997_right,0
2999_left,0
2999_right,0
3000_left,0
3000_right,0
3001_left,0
3001_right,0
3011_left,0
3011_right,0
3017_right,0
3018_left,0
3020_left,0
3020_right,0
3021_left,0
3021_right,0
3022_left,0
3022_right,0
3023_left,0
3023_right,0
3034_left,0
3034_right,0
3040_left,0
3040_right,0
3043_left,0
3043_right,0
3053_left,0
3053_right,0
3058_left,0
3058_right,0
3060_right,0
3061_right,0
3062_left,0
3062_right,0
3065_left,0
3065_right,0
3067_left,0
3067_right,0
3070_left,0
3072_left,0
3072_right,0
3074_right,0
3076_left,0
3076_right,0
3078_left,0
3078_right,0
3080_left,0
3080_right,0
3082_left,0
3082_right,0
3089_left,0
3089_right,0
3094_right,0
3100_left,0
3100_right,0
3103_left,0
3103_right,0
3106_left,0
3106_right,0
3112_left,0
3112_right,0
3114_left,0
3114_right,0
3116_left,0
3116_right,0
3121_left,0
3121_right,0
3123_left,0
3123_right,0
3130_left,0
3130_right,0
3135_left,0
3135_right,0
3141_left,0
3141_right,0
3142_left,0
3142_right,0
3144_left,0
3144_right,0
3146_left,0
3146_right,0
3148_left,0
3148_right,0
3149_left,0
3149_right,0
3159_left,0
3159_right,0
3160_left,0
3160_right,0
3167_left,0
3167_right,0
3170_left,0
3170_right,0
3174_left,0
3174_right,0
3177_left,0
3177_right,0
3185_left,0
3185_right,0
3189_left,0
3196_left,0
3196_right,0
3204_left,0
3204_right,0
3211_left,0
3211_right,0
3212_left,0
3212_right,0
3224_left,0
3224_right,0
3227_left,0
3227_right,0
3228_left,0
3228_right,0
3232_left,0
3232_right,0
3241_left,0
3241_right,0
3249_left,0
3249_right,0
3251_left,0
3251_right,0
3266_left,0
3266_right,0
3273_left,0
3273_right,0
3280_left,0
3280_right,0
3283_left,0
3283_right,0
3284_left,0
3284_right,0
3286_left,0
3286_right,0
3290_left,0
3290_right,0
3296_left,0
3296_right,0
3298_left,0
3298_right,0
3303_left,0
3305_left,0
3305_right,0
3306_left,0
3306_right,0
3308_left,0
3308_right,0
3312_left,0
3312_right,0
3319_left,0
3319_right,0
3320_right,0
3321_left,0
3321_right,0
3324_left,0
3324_right,0
3325_left,0
3325_right,0
3326_left,0
3326_right,0
3327_left,0
3327_right,0
3329_left,0
3329_right,0
3331_left,0
3331_right,0
3332_left,0
3332_right,0
3333_left,0
3333_right,0
3335_left,0
3335_right,0
3337_left,0
3337_right,0
3341_left,0
3341_right,0
3344_left,0
3344_right,0
3345_left,0
3345_right,0
3346_left,0
3346_right,0
3347_left,0
3347_right,0
3348_left,0
3348_right,0
3355_left,0
3355_right,0
3358_left,0
3358_right,0
3359_left,0
3359_right,0
3365_left,0
3365_right,0
3370_left,0
3370_right,0
3372_left,0
3375_left,0
3375_right,0
3376_left,0
3376_right,0
3378_left,0
3378_right,0
3381_left,0
3381_right,0
3382_left,0
3382_right,0
3385_left,0
3385_right,0
3387_left,0
3387_right,0
3391_left,0
3391_right,0
3393_left,0
3393_right,0
3395_left,0
3395_right,0
3400_left,0
3400_right,0
3401_left,0
3401_right,0
3405_left,0
3405_right,0
3406_left,0
3406_right,0
3408_right,0
3413_left,0
3413_right,0
3415_left,0
3415_right,0
3416_left,0
3416_right,0
3417_left,0
3417_right,0
3419_left,0
3419_right,0
3423_left,0
3423_right,0
3429_left,0
3429_right,0
3434_left,0
3434_right,0
3439_left,0
3439_right,0
3440_left,0
3440_right,0
3447_left,0
3447_right,0
3449_left,0
3449_right,0
3451_left,0
3451_right,0
3453_left,0
3453_right,0
3461_left,0
3461_right,0
3462_left,0
3462_right,0
3464_left,0
3468_left,0
3468_right,0
3469_left,0
3469_right,0
3472_left,0
3472_right,0
3473_left,0
3473_right,0
3478_left,0
3478_right,0
3479_left,0
3479_right,0
3491_left,0
3491_right,0
3496_left,0
3496_right,0
3501_right,0
3506_left,0
3506_right,0
3508_left,0
3508_right,0
3509_left,0
3509_right,0
3511_left,0
3511_right,0
3513_left,0
3513_right,0
3515_right,0
3518_left,0
3518_right,0
3519_left,0
3519_right,0
3520_left,0
3520_right,0
3526_right,0
3527_left,0
3527_right,0
3530_left,0
3530_right,0
3531_left,0
3531_right,0
3533_left,0
3541_left,0
3541_right,0
3542_left,0
3542_right,0
3543_left,0
3543_right,0
3553_left,0
3553_right,0
3557_left,0
3557_right,0
3558_left,0
3558_right,0
3564_left,0
3564_right,0
3567_left,0
3567_right,0
3569_left,0
3569_right,0
3572_left,0
3572_right,0
3575_left,0
3575_right,0
3578_left,0
3578_right,0
3579_left,0
3579_right,0
3580_left,0
3580_right,0
3581_left,0
3581_right,0
3585_left,0
3585_right,0
3592_left,0
3592_right,0
3593_left,0
3593_right,0
3595_left,0
3595_right,0
3598_left,0
3598_right,0
3600_left,0
3600_right,0
3601_left,0
3601_right,0
3607_left,0
3607_right,0
3608_left,0
3608_right,0
3610_left,0
3610_right,0
3611_left,0
3612_right,0
3615_left,0
3615_right,0
3619_left,0
3619_right,0
3621_left,0
3621_right,0
3623_left,0
3623_right,0
3634_left,0
3634_right,0
3636_right,0
3639_left,0
3639_right,0
3640_left,0
3640_right,0
3641_left,0
3641_right,0
3643_left,0
3643_right,0
3646_left,0
3646_right,0
3650_left,0
3650_right,0
3651_left,0
3651_right,0
3652_left,0
3652_right,0
3653_left,0
3653_right,0
3654_left,0
3654_right,0
3655_right,0
3657_left,0
3657_right,0
3660_left,0
3660_right,0
3661_left,0
3661_right,0
3662_left,0
3662_right,0
3671_right,0
3673_left,0
3673_right,0
3677_left,0
3677_right,0
3687_left,0
3687_right,0
3688_right,0
3692_left,0
3692_right,0
3693_left,0
3693_right,0
3695_left,0
3695_right,0
3697_left,0
3697_right,0
3698_left,0
3698_right,0
3699_left,0
3699_right,0
3700_left,0
3700_right,0
3703_right,0
3706_left,0
3706_right,0
3708_left,0
3708_right,0
3710_left,0
3710_right,0
3712_left,0
3712_right,0
3721_left,0
3721_right,0
3723_left,0
3723_right,0
3726_left,0
3726_right,0
3727_left,0
3727_right,0
3740_right,0
3741_left,0
3741_right,0
3742_left,0
3742_right,0
3743_left,0
3743_right,0
3749_left,0
3749_right,0
3750_left,0
3750_right,0
3752_left,0
3752_right,0
3754_left,0
3755_left,0
3755_right,0
3757_left,0
3757_right,0
3758_left,0
3758_right,0
3762_left,0
3762_right,0
3766_left,0
3766_right,0
3767_left,0
3769_left,0
3769_right,0
3774_left,0
3782_right,0
3783_left,0
3783_right,0
3786_left,0
3786_right,0
3795_left,0
3795_right,0
3797_left,0
3797_right,0
3798_left,0
3798_right,0
3799_left,0
3799_right,0
3806_left,0
3806_right,0
3812_left,0
3812_right,0
3818_left,0
3818_right,0
3823_left,0
3823_right,0
3824_left,0
3824_right,0
3825_left,0
3825_right,0
3830_left,0
3830_right,0
3831_left,0
3831_right,0
3832_left,0
3832_right,0
3838_left,0
3838_right,0
3844_left,0
3844_right,0
3846_left,0
3846_right,0
3848_left,0
3848_right,0
3851_left,0
3851_right,0
3852_left,0
3852_right,0
3856_left,0
3856_right,0
3857_left,0
3857_right,0
3858_left,0
3858_right,0
3861_left,0
3861_right,0
3862_left,0
3862_right,0
3865_right,0
3866_left,0
3866_right,0
3871_left,0
3871_right,0
3872_left,0
3872_right,0
3873_left,0
3873_right,0
3877_left,0
3877_right,0
3880_left,0
3880_right,0
3889_left,0
3889_right,0
3892_left,0
3892_right,0
3893_left,0
3893_right,0
3894_right,0
3896_left,0
3896_right,0
3897_left,0
3897_right,0
3898_left,0
3898_right,0
3907_left,0
3907_right,0
3908_left,0
3908_right,0
3909_left,0
3909_right,0
3910_left,0
3910_right,0
3918_left,0
3918_right,0
3924_left,0
3924_right,0
3926_left,0
3926_right,0
3930_left,0
3930_right,0
3936_left,0
3936_right,0
3937_left,0
3937_right,0
3938_left,0
3938_right,0
3940_left,0
3940_right,0
3948_left,0
3948_right,0
3957_left,0
3957_right,0
3960_left,0
3960_right,0
3967_left,0
3967_right,0
3970_left,0
3970_right,0
3973_left,0
3973_right,0
3981_left,0
3981_right,0
3984_left,0
3984_right,0
3986_left,0
3986_right,0
3989_right,0
3994_left,0
3994_right,0
3995_left,0
3995_right,0
4001_left,0
4001_right,0
4002_left,0
4002_right,0
4003_left,0
4003_right,0
4009_left,0
4009_right,0
4021_left,0
4021_right,0
4034_left,0
4034_right,0
4035_left,0
4035_right,0
4036_right,0
4041_left,0
4041_right,0
4046_left,0
4046_right,0
4048_left,0
4048_right,0
4049_left,0
4049_right,0
4053_left,0
4053_right,0
4058_left,0
4058_right,0
4062_left,0
4062_right,0
4064_left,0
4064_right,0
8553_left,0
8555_right,0
8620_left,0
8623_left,0
8623_right,0
8637_left,0
8637_right,0
8660_left,0
8669_left,0
8669_right,0
8695_left,0
8711_left,0
8711_right,0
8744_left,0
8783_right,0
8788_right,0
8794_left,0
8827_left,0
8873_left,0
8889_left,0
8889_right,0
8897_left,0
8897_right,0
8900_left,0
8900_right,0
8919_right,0
8936_right,0
8956_right,0
8966_right,0
8981_left,0
8981_right,0
8993_right,0
8999_left,0
8999_right,0
9000_left,0
9008_left,0
9008_right,0
9024_right,0
9100_left,0
9116_left,0
9120_left,0
9166_right,0
9183_right,0
9200_right,0
9214_right,0
9244_left,0
9244_right,0
9251_left,0
9255_left,0
9255_right,0
9259_right,0
9297_left,0
9300_right,0
9313_left,0
9342_left,0
9359_right,0
9366_left,0
9366_right,0
9404_right,0
9423_right,0
9456_right,0
