image_name,center_x,center_y,target_size,image_w,image_h
11776_left,190,379,140,540,540
11776_right,259,299,140,540,540
1178_left,185,164,140,540,540
1178_right,176,251,140,540,540
11790_left,241,312,140,540,540
11790_right,194,265,140,540,540
11815_left,207,218,140,540,540
11823_left,132,175,140,540,540
11823_right,180,278,140,540,540
11826_right,245,398,140,540,540
11847_left,172,379,140,540,540
11847_right,141,248,140,540,540
11863_left,157,272,140,540,540
11863_right,234,145,140,540,540
11910_left,166,397,140,540,540
11910_right,250,306,140,540,540
11923_left,263,329,140,540,540
11923_right,262,330,140,540,540
11962_left,227,168,140,540,540
11962_right,132,257,140,540,540
11965_left,167,171,140,540,540
11965_right,267,238,140,540,540
11975_left,268,397,140,540,540
11983_right,159,180,140,540,540
11988_left,184,203,140,540,540
11988_right,241,158,140,540,540
12000_right,244,395,140,540,540
12003_left,153,201,140,540,540
12003_right,218,320,140,540,540
12005_left,260,305,140,540,540
12005_right,163,288,140,540,540
12036_left,207,308,140,540,540
12036_right,174,187,140,540,540
12042_left,199,225,140,540,540
1204_left,240,360,140,540,540
1204_right,225,393,140,540,540
12082_left,250,246,140,540,540
12082_right,184,255,140,540,540
12089_left,191,232,140,540,540
12089_right,266,326,140,540,540
12092_left,260,193,140,540,540
12092_right,217,360,140,540,540
12101_left,244,300,140,540,540
12101_right,165,181,140,540,540
12111_right,140,355,140,540,540
12129_right,180,353,140,540,540
12211_right,166,346,140,540,540
12257_left,263,258,140,540,540
12257_right,209,269,140,540,540
12268_left,232,333,140,540,540
12271_left,201,310,140,540,540
12271_right,197,409,140,540,540
12286_left,170,212,140,540,540
12286_right,143,343,140,540,540
12290_left,133,235,140,540,540
12290_right,229,392,140,540,540
12299_left,143,293,140,540,540
12301_left,180,336,140,540,540
12301_right,201,182,140,540,540
12306_right,208,235,140,540,540
12316_left,141,291,140,540,540
12325_left,146,369,140,540,540
12325_right,258,156,140,540,540
12329_left,241,405,140,540,540
12329_right,180,363,140,540,540
1233_left,187,137,140,540,540
1233_right,176,244,140,540,540
12370_right,175,378,140,540,540
12372_right,189,392,140,540,540
12386_left,183,372,140,540,540
12400_right,191,219,140,540,540
12410_left,210,153,140,540,540
12410_right,209,358,140,540,540
12434_left,185,397,140,540,540
12434_right,197,394,140,540,540
12441_left,207,169,140,540,540
12441_right,213,222,140,540,540
12445_left,133,289,140,540,540
12445_right,184,209,140,540,540
12451_left,200,400,140,540,540
12451_right,149,385,140,540,540
12478_right,143,282,140,540,540
12480_left,249,387,140,540,540
12480_right,150,179,140,540,540
12481_left,154,369,140,540,540
12481_right,149,377,140,540,540
12490_left,241,207,140,540,540
12492_left,269,325,140,540,540
12492_right,151,281,140,540,540
12503_left,217,315,140,540,540
12514_left,206,334,140,540,540
12525_left,153,277,140,540,540
12525_right,210,306,140,540,540
12536_left,256,195,140,540,540
12536_right,203,230,140,540,540
12539_right,146,173,140,540,540
12563_right,212,357,140,540,540
12567_left,234,336,140,540,540
12567_right,231,249,140,540,540
12575_right,175,225,140,540,540
12587_left,197,136,140,540,540
12587_right,211,274,140,540,540
12589_left,240,167,140,540,540
12590_left,135,290,140,540,540
12590_right,190,152,140,540,540
1259_left,192,206,140,540,540
1259_right,172,343,140,540,540
12614_left,243,156,140,540,540
12628_left,150,277,140,540,540
12628_right,148,211,140,540,540
12630_left,224,318,140,540,540
12630_right,137,145,140,540,540
12650_left,174,326,140,540,540
12650_right,247,401,140,540,540
12654_right,163,215,140,540,540
12666_left,254,249,140,540,540
12666_right,171,203,140,540,540
12672_left,139,169,140,540,540
12672_right,226,295,140,540,540
12699_left,171,384,140,540,540
12699_right,180,323,140,540,540
12709_right,264,148,140,540,540
12734_left,148,370,140,540,540
12734_right,137,249,140,540,540
12739_left,172,168,140,540,540
12739_right,167,230,140,540,540
12743_left,255,229,140,540,540
12743_right,135,215,140,540,540
12756_left,234,264,140,540,540
12756_right,233,170,140,540,540
12764_right,207,291,140,540,540
12775_left,238,193,140,540,540
12775_right,267,172,140,540,540
12789_left,267,298,140,540,540
12789_right,162,365,140,540,540
12795_right,187,399,140,540,540
12798_left,192,295,140,540,540
12804_right,135,282,140,540,540
12805_left,178,159,140,540,540
12805_right,262,383,140,540,540
12810_right,193,147,140,540,540
12831_right,226,270,140,540,540
12835_left,185,247,140,540,540
12835_right,242,140,140,540,540
12839_left,240,342,140,540,540
12839_right,220,130,140,540,540
12857_left,252,373,140,540,540
12857_right,187,388,140,540,540
12859_left,213,189,140,540,540
12859_right,191,302,140,540,540
12872_left,209,363,140,540,540
12895_left,183,242,140,540,540
12903_left,143,395,140,540,540
1290_left,197,278,140,540,540
1290_right,153,134,140,540,540
12912_right,209,283,140,540,540
12929_left,215,145,140,540,540
12929_right,207,287,140,540,540
12931_left,255,188,140,540,540
12931_right,168,223,140,540,540
12944_left,208,225,140,540,540
12944_right,135,221,140,540,540
12948_right,143,251,140,540,540
12951_left,178,273,140,540,540
12951_right,205,256,140,540,540
1296_left,249,148,140,540,540
1296_right,131,202,140,540,540
12988_left,223,334,140,540,540
12988_right,253,176,140,540,540
12990_left,242,184,140,540,540
12992_left,198,368,140,540,540
12992_right,200,249,140,540,540
129_left,269,143,140,540,540
129_right,217,403,140,540,540
13002_left,164,392,140,540,540
13002_right,249,323,140,540,540
13005_left,131,273,140,540,540
13005_right,246,309,140,540,540
13012_left,243,311,140,540,540
13012_right,247,165,140,540,540
13015_left,155,353,140,540,540
13015_right,141,255,140,540,540
13029_left,243,199,140,540,540
13038_left,144,364,140,540,540
13051_left,146,152,140,540,540
13066_left,214,238,140,540,540
13099_left,176,289,140,540,540
13099_right,251,156,140,540,540
13112_left,142,170,140,540,540
13112_right,228,176,140,540,540
13125_left,138,395,140,540,540
13125_right,248,389,140,540,540
13126_right,225,157,140,540,540
13161_left,156,142,140,540,540
13161_right,214,400,140,540,540
13169_right,148,403,140,540,540
13175_left,209,147,140,540,540
13175_right,201,332,140,540,540
13180_left,256,203,140,540,540
13180_right,159,200,140,540,540
13201_left,227,357,140,540,540
13201_right,204,398,140,540,540
13239_left,169,176,140,540,540
13239_right,154,393,140,540,540
1324_right,223,393,140,540,540
13252_left,161,385,140,540,540
13252_right,251,140,140,540,540
13254_left,174,395,140,540,540
13254_right,161,246,140,540,540
13267_right,141,236,140,540,540
13270_right,198,196,140,540,540
13308_left,188,232,140,540,540
13323_right,151,270,140,540,540
13326_left,140,149,140,540,540
13345_left,148,388,140,540,540
13353_left,259,332,140,540,540
13353_right,189,233,140,540,540
13417_left,250,134,140,540,540
13417_right,150,376,140,540,540
13420_left,267,210,140,540,540
13446_left,195,162,140,540,540
13446_right,199,329,140,540,540
13486_left,220,211,140,540,540
13486_right,248,302,140,540,540
13489_right,239,160,140,540,540
13493_left,231,213,140,540,540
13494_left,170,214,140,540,540
13495_left,151,131,140,540,540
13527_left,228,147,140,540,540
13534_left,246,277,140,540,540
13534_right,253,161,140,540,540
13566_left,135,337,140,540,540
13566_right,196,226,140,540,540
13567_left,200,139,140,540,540
13568_left,270,172,140,540,540
13568_right,213,236,140,540,540
13584_left,165,367,140,540,540
13584_right,159,175,140,540,540
13585_left,136,300,140,540,540
13585_right,172,181,140,540,540
13588_left,193,349,140,540,540
13591_left,233,197,140,540,540
13597_left,237,195,140,540,540
13597_right,155,265,140,540,540
13605_left,197,229,140,540,540
13605_right,252,352,140,540,540
13607_left,220,143,140,540,540
13607_right,186,290,140,540,540
13627_left,189,336,140,540,540
13627_right,264,156,140,540,540
1362_left,202,247,140,540,540
1362_right,235,290,140,540,540
13638_left,247,378,140,540,540
13638_right,227,390,140,540,540
13643_left,222,135,140,540,540
13644_left,171,237,140,540,540
13644_right,134,171,140,540,540
13651_left,171,185,140,540,540
13660_left,203,344,140,540,540
13667_left,238,403,140,540,540
13667_right,221,367,140,540,540
13668_left,179,261,140,540,540
13668_right,138,378,140,540,540
1367_left,207,284,140,540,540
1367_right,234,156,140,540,540
13684_left,246,368,140,540,540
13704_left,217,295,140,540,540
13704_right,160,178,140,540,540
13705_right,166,236,140,540,540
13753_left,163,310,140,540,540
13768_left,240,240,140,540,540
13768_right,182,169,140,540,540
13773_left,176,292,140,540,540
13773_right,143,366,140,540,540
13780_left,208,272,140,540,540
13780_right,144,287,140,540,540
13786_left,258,211,140,540,540
13786_right,248,233,140,540,540
13808_right,152,242,140,540,540
13820_left,232,281,140,540,540
13820_right,249,377,140,540,540
13821_left,187,295,140,540,540
13848_left,219,135,140,540,540
13848_right,155,295,140,540,540
13856_left,182,401,140,540,540
13892_right,149,262,140,540,540
1391_right,167,383,140,540,540
13923_left,157,294,140,540,540
13923_right,171,203,140,540,540
13931_left,195,207,140,540,540
13931_right,262,384,140,540,540
13933_right,221,270,140,540,540
13966_right,195,172,140,540,540
13971_right,207,378,140,540,540
13975_left,269,303,140,540,540
13975_right,258,381,140,540,540
14020_right,140,214,140,540,540
14021_left,138,400,140,540,540
14025_left,139,356,140,540,540
14045_left,180,291,140,540,540
14045_right,178,405,140,540,540
14048_left,217,206,140,540,540
14048_right,147,267,140,540,540
14053_left,235,303,140,540,540
14053_right,268,354,140,540,540
14078_left,172,187,140,540,540
14078_right,148,360,140,540,540
1407_left,132,206,140,540,540
1407_right,159,248,140,540,540
14094_left,195,256,140,540,540
14097_left,134,157,140,540,540
14119_left,214,130,140,540,540
14128_left,160,195,140,540,540
1412_left,232,300,140,540,540
14139_left,227,193,140,540,540
14152_right,131,131,140,540,540
14159_left,258,285,140,540,540
14159_right,262,409,140,540,540
14160_left,238,376,140,540,540
14160_right,174,185,140,540,540
1419_left,233,246,140,540,540
1419_right,236,130,140,540,540
14202_left,164,152,140,540,540
14202_right,131,243,140,540,540
14205_left,151,391,140,540,540
14205_right,217,275,140,540,540
14228_left,140,368,140,540,540
14249_left,147,372,140,540,540
14249_right,239,393,140,540,540
14269_left,180,245,140,540,540
14269_right,270,362,140,540,540
14282_left,269,172,140,540,540
14282_right,206,405,140,540,540
14306_left,206,384,140,540,540
14323_left,208,316,140,540,540
14323_right,259,258,140,540,540
14325_left,134,152,140,540,540
14336_right,211,209,140,540,540
14339_left,264,223,140,540,540
14339_right,136,274,140,540,540
14397_right,225,229,140,540,540
14404_left,145,167,140,540,540
14410_left,181,389,140,540,540
14410_right,199,358,140,540,540
14413_left,162,242,140,540,540
14413_right,231,341,140,540,540
14425_left,140,307,140,540,540
14425_right,149,143,140,540,540
14436_left,136,357,140,540,540
1444_left,264,329,140,540,540
1444_right,259,241,140,540,540
14456_left,161,177,140,540,540
14463_left,146,186,140,540,540
14463_right,231,378,140,540,540
14466_left,261,354,140,540,540
14467_left,140,270,140,540,540
14474_left,165,372,140,540,540
14474_right,227,197,140,540,540
14486_left,251,183,140,540,540
14486_right,130,200,140,540,540
14490_left,170,326,140,540,540
14490_right,200,138,140,540,540
14495_left,259,163,140,540,540
14501_left,176,215,140,540,540
14510_left,258,136,140,540,540
14510_right,233,228,140,540,540
14530_left,229,376,140,540,540
14530_right,219,310,140,540,540
14548_left,158,368,140,540,540
14548_right,232,400,140,540,540
14626_left,198,348,140,540,540
14626_right,270,146,140,540,540
14684_left,247,376,140,540,540
14684_right,179,348,140,540,540
14688_left,238,357,140,540,540
14688_right,237,166,140,540,540
1469_left,134,325,140,540,540
1469_right,166,136,140,540,540
14703_left,204,224,140,540,540
14703_right,221,174,140,540,540
14710_right,264,190,140,540,540
14723_left,233,183,140,540,540
14723_right,136,333,140,540,540
14731_left,154,188,140,540,540
14731_right,221,162,140,540,540
14748_left,202,303,140,540,540
14748_right,168,272,140,540,540
14754_left,213,409,140,540,540
14754_right,181,385,140,540,540
1475_left,239,303,140,540,540
1475_right,145,188,140,540,540
14770_right,183,284,140,540,540
14807_left,138,169,140,540,540
14807_right,202,151,140,540,540
14811_left,262,410,140,540,540
14811_right,212,139,140,540,540
14834_left,144,147,140,540,540
14834_right,261,410,140,540,540
14846_right,270,348,140,540,540
14850_left,182,399,140,540,540
14855_left,226,332,140,540,540
14855_right,192,408,140,540,540
14876_left,234,172,140,540,540
14876_right,168,146,140,540,540
1487_left,153,133,140,540,540
14880_left,269,247,140,540,540
14880_right,206,143,140,540,540
14892_left,255,274,140,540,540
14892_right,210,153,140,540,540
14908_left,146,181,140,540,540
14908_right,265,172,140,540,540
14915_left,189,235,140,540,540
14915_right,187,228,140,540,540
14927_left,242,155,140,540,540
14927_right,175,407,140,540,540
1495_left,246,409,140,540,540
1495_right,198,306,140,540,540
1496_left,199,219,140,540,540
1496_right,170,244,140,540,540
14987_left,220,348,140,540,540
14992_left,154,154,140,540,540
14992_right,262,133,140,540,540
15000_right,193,410,140,540,540
1500_left,203,195,140,540,540
1501_left,223,271,140,540,540
1501_right,133,259,140,540,540
15023_right,240,267,140,540,540
15034_left,262,326,140,540,540
15034_right,203,306,140,540,540
15056_right,141,184,140,540,540
1505_left,161,159,140,540,540
15066_right,190,297,140,540,540
15074_left,140,257,140,540,540
15074_right,142,171,140,540,540
15080_left,145,356,140,540,540
15083_left,144,262,140,540,540
15095_left,264,221,140,540,540
1509_right,231,147,140,540,540
15114_right,233,264,140,540,540
15117_left,162,242,140,540,540
15117_right,223,370,140,540,540
15120_left,161,170,140,540,540
15120_right,204,141,140,540,540
15138_left,246,317,140,540,540
15138_right,188,195,140,540,540
15154_left,207,302,140,540,540
15154_right,212,304,140,540,540
15185_left,181,397,140,540,540
15185_right,145,349,140,540,540
15193_left,153,404,140,540,540
15193_right,225,305,140,540,540
15222_left,220,223,140,540,540
15222_right,230,177,140,540,540
15225_right,137,394,140,540,540
15257_right,241,304,140,540,540
1526_left,189,323,140,540,540
15273_left,179,159,140,540,540
15273_right,165,323,140,540,540
15274_right,189,212,140,540,540
15276_left,134,134,140,540,540
15276_right,214,300,140,540,540
15278_left,212,408,140,540,540
15278_right,151,354,140,540,540
1527_left,158,297,140,540,540
15297_left,217,409,140,540,540
15297_right,212,242,140,540,540
15302_left,142,310,140,540,540
15302_right,270,278,140,540,540
15309_left,255,371,140,540,540
15309_right,199,131,140,540,540
1530_left,214,377,140,540,540
1530_right,260,187,140,540,540
15351_right,142,297,140,540,540
15354_left,188,307,140,540,540
15354_right,136,345,140,540,540
1536_left,175,304,140,540,540
1536_right,135,403,140,540,540
15375_right,270,276,140,540,540
15385_left,223,232,140,540,540
15385_right,240,237,140,540,540
15396_left,225,321,140,540,540
15402_left,267,145,140,540,540
15402_right,242,227,140,540,540
1540_left,159,180,140,540,540
1541_left,158,248,140,540,540
1541_right,246,243,140,540,540
15438_right,269,222,140,540,540
15442_left,184,273,140,540,540
15442_right,152,134,140,540,540
1544_left,199,356,140,540,540
15468_left,183,229,140,540,540
15476_left,194,239,140,540,540
15481_left,157,197,140,540,540
15487_right,169,162,140,540,540
15493_left,245,191,140,540,540
15493_right,134,166,140,540,540
15509_left,163,136,140,540,540
15509_right,163,253,140,540,540
15515_left,181,267,140,540,540
15515_right,187,317,140,540,540
15523_left,263,193,140,540,540
15523_right,220,143,140,540,540
15529_left,207,350,140,540,540
1552_left,194,370,140,540,540
1552_right,230,307,140,540,540
15531_left,194,367,140,540,540
15531_right,209,276,140,540,540
15544_left,156,336,140,540,540
15544_right,231,132,140,540,540
15557_left,249,263,140,540,540
1557_right,254,372,140,540,540
15582_left,258,141,140,540,540
15582_right,152,359,140,540,540
15594_left,199,149,140,540,540
15594_right,216,234,140,540,540
155_right,208,147,140,540,540
15602_right,208,350,140,540,540
15615_left,201,378,140,540,540
15615_right,265,387,140,540,540
15631_left,215,232,140,540,540
15636_left,188,381,140,540,540
15636_right,259,135,140,540,540
15639_left,187,158,140,540,540
15639_right,173,334,140,540,540
15640_left,211,149,140,540,540
15640_right,188,160,140,540,540
15656_left,242,194,140,540,540
15656_right,222,199,140,540,540
15667_left,140,401,140,540,540
15688_left,222,310,140,540,540
15688_right,189,407,140,540,540
15696_left,166,220,140,540,540
15696_right,148,263,140,540,540
15711_left,156,268,140,540,540
15711_right,153,403,140,540,540
15712_left,175,208,140,540,540
15712_right,184,356,140,540,540
15756_left,219,147,140,540,540
15756_right,229,369,140,540,540
15763_right,246,170,140,540,540
15793_left,255,170,140,540,540
15799_left,177,201,140,540,540
15799_right,224,367,140,540,540
15855_left,223,207,140,540,540
15885_left,219,179,140,540,540
15897_left,231,277,140,540,540
15898_left,196,335,140,540,540
15898_right,242,204,140,540,540
15914_left,192,228,140,540,540
15914_right,223,232,140,540,540
15918_left,149,230,140,540,540
15918_right,252,402,140,540,540
15923_left,199,304,140,540,540
15938_left,155,244,140,540,540
15938_right,209,181,140,540,540
15941_right,263,275,140,540,540
15970_left,213,263,140,540,540
15970_right,130,396,140,540,540
15981_left,222,133,140,540,540
15981_right,217,210,140,540,540
15988_left,231,145,140,540,540
15988_right,207,144,140,540,540
1599_left,192,286,140,540,540
1599_right,170,248,140,540,540
15_right,191,347,140,540,540
16007_left,149,154,140,540,540
16009_left,201,353,140,540,540
16009_right,150,301,140,540,540
16022_left,133,310,140,540,540
16022_right,225,173,140,540,540
16030_left,191,146,140,540,540
16030_right,193,359,140,540,540
16031_left,266,266,140,540,540
16031_right,212,146,140,540,540
16035_left,230,247,140,540,540
16036_left,228,401,140,540,540
16038_left,266,312,140,540,540
16038_right,179,194,140,540,540
16043_left,178,397,140,540,540
16043_right,145,291,140,540,540
16046_left,171,306,140,540,540
16061_left,150,273,140,540,540
1607_left,257,323,140,540,540
1607_right,173,406,140,540,540
16095_left,151,338,140,540,540
16134_left,214,244,140,540,540
16138_left,202,175,140,540,540
16138_right,211,359,140,540,540
1614_left,214,384,140,540,540
1614_right,148,143,140,540,540
16150_left,212,390,140,540,540
16150_right,220,154,140,540,540
16154_left,156,185,140,540,540
16171_right,210,360,140,540,540
16201_right,248,350,140,540,540
16224_left,263,393,140,540,540
16238_left,269,349,140,540,540
16290_right,199,353,140,540,540
16294_left,213,253,140,540,540
16294_right,146,389,140,540,540
16327_left,251,325,140,540,540
16327_right,215,311,140,540,540
1632_left,138,131,140,540,540
1632_right,210,404,140,540,540
16350_left,161,341,140,540,540
16351_left,203,217,140,540,540
16360_left,159,212,140,540,540
16360_right,201,228,140,540,540
16365_left,215,279,140,540,540
16365_right,194,173,140,540,540
1636_left,210,271,140,540,540
1636_right,130,359,140,540,540
16375_right,164,245,140,540,540
16386_right,195,303,140,540,540
16391_left,176,408,140,540,540
16391_right,215,410,140,540,540
16408_left,172,236,140,540,540
16408_right,212,390,140,540,540
1640_right,252,171,140,540,540
16429_left,215,249,140,540,540
16429_right,165,137,140,540,540
16445_left,245,365,140,540,540
16445_right,253,211,140,540,540
16450_left,258,398,140,540,540
16450_right,262,275,140,540,540
16452_left,131,327,140,540,540
16452_right,136,162,140,540,540
16510_left,151,250,140,540,540
16510_right,208,154,140,540,540
16561_left,224,277,140,540,540
16561_right,250,224,140,540,540
16569_right,179,410,140,540,540
16581_left,180,135,140,540,540
16582_left,184,387,140,540,540
16582_right,237,391,140,540,540
16585_left,248,151,140,540,540
16585_right,160,289,140,540,540
16597_left,142,210,140,540,540
16597_right,157,382,140,540,540
16600_right,141,303,140,540,540
16602_left,212,150,140,540,540
16602_right,211,174,140,540,540
16607_left,265,346,140,540,540
16609_left,178,228,140,540,540
16609_right,268,360,140,540,540
16627_left,261,284,140,540,540
16627_right,152,366,140,540,540
16629_left,265,347,140,540,540
16629_right,171,281,140,540,540
16697_right,267,375,140,540,540
16718_left,258,392,140,540,540
16732_left,145,178,140,540,540
16741_right,153,259,140,540,540
16746_left,234,219,140,540,540
16746_right,212,376,140,540,540
16748_left,206,342,140,540,540
16748_right,249,395,140,540,540
16757_left,170,160,140,540,540
16757_right,179,260,140,540,540
16759_right,131,189,140,540,540
1675_left,176,406,140,540,540
1675_right,168,389,140,540,540
16774_left,225,303,140,540,540
16777_left,216,353,140,540,540
16777_right,149,266,140,540,540
16815_left,162,263,140,540,540
16832_left,159,149,140,540,540
16832_right,177,240,140,540,540
16835_left,141,259,140,540,540
16871_left,250,154,140,540,540
16871_right,253,172,140,540,540
1687_left,229,314,140,540,540
