image_name,center_x,center_y,target_size,image_w,image_h
14325_left,223,252,140,540,540
14336_right,232,405,140,540,540
14339_left,135,357,140,540,540
14397_right,183,282,140,540,540
14410_right,221,275,140,540,540
14413_left,266,301,140,540,540
14425_right,243,230,140,540,540
14436_left,253,309,140,540,540
14456_left,203,371,140,540,540
14486_right,173,331,140,540,540
14490_right,145,272,140,540,540
14495_left,214,154,140,540,540
14501_left,210,324,140,540,540
14530_left,166,241,140,540,540
14530_right,143,187,140,540,540
14548_right,133,364,140,540,540
14626_left,266,217,140,540,540
14684_right,232,382,140,540,540
1469_left,252,331,140,540,540
1469_right,241,160,140,540,540
14703_left,169,160,140,540,540
14710_right,222,173,140,540,540
14723_right,229,342,140,540,540
14731_left,130,410,140,540,540
14754_left,204,321,140,540,540
14754_right,203,290,140,540,540
1475_left,146,286,140,540,540
1475_right,145,135,140,540,540
14807_left,178,310,140,540,540
14807_right,218,286,140,540,540
14811_left,168,406,140,540,540
14811_right,135,398,140,540,540
14834_right,260,135,140,540,540
14850_left,226,242,140,540,540
14855_right,217,180,140,540,540
1487_left,249,369,140,540,540
14892_right,162,402,140,540,540
14908_left,269,188,140,540,540
14908_right,190,225,140,540,540
14915_left,214,251,140,540,540
14927_left,169,140,140,540,540
14927_right,193,204,140,540,540
1495_right,247,279,140,540,540
1496_right,242,382,140,540,540
14987_left,243,323,140,540,540
14992_left,264,302,140,540,540
14992_right,220,344,140,540,540
1500_left,209,160,140,540,540
15023_right,221,157,140,540,540
15034_right,220,276,140,540,540
15066_right,182,218,140,540,540
15074_right,140,161,140,540,540
15095_left,252,284,140,540,540
1509_right,227,312,140,540,540
15114_right,251,257,140,540,540
15120_left,160,372,140,540,540
15138_right,209,273,140,540,540
15154_right,178,209,140,540,540
15185_left,235,201,140,540,540
15193_left,190,157,140,540,540
15257_right,151,237,140,540,540
1526_left,264,302,140,540,540
15273_left,176,314,140,540,540
15273_right,134,180,140,540,540
15274_right,138,140,140,540,540
15278_right,229,168,140,540,540
15297_left,260,183,140,540,540
15297_right,138,188,140,540,540
15302_left,202,326,140,540,540
15302_right,239,260,140,540,540
15309_left,162,258,140,540,540
1530_right,220,249,140,540,540
15354_right,264,369,140,540,540
1536_right,130,201,140,540,540
15385_left,203,313,140,540,540
15385_right,188,275,140,540,540
1540_left,211,177,140,540,540
15442_left,254,352,140,540,540
15442_right,209,394,140,540,540
1544_left,159,397,140,540,540
15493_left,198,216,140,540,540
15509_right,170,137,140,540,540
15515_right,212,322,140,540,540
15523_left,243,401,140,540,540
15523_right,139,228,140,540,540
15529_left,164,372,140,540,540
1552_right,242,261,140,540,540
15531_right,175,203,140,540,540
15544_left,177,172,140,540,540
15544_right,147,352,140,540,540
15557_left,142,246,140,540,540
1557_right,187,205,140,540,540
15582_left,196,352,140,540,540
15582_right,242,373,140,540,540
15594_left,223,133,140,540,540
15602_right,253,404,140,540,540
15615_right,263,289,140,540,540
15631_left,176,248,140,540,540
15636_left,262,346,140,540,540
15639_left,212,168,140,540,540
15640_left,264,315,140,540,540
15640_right,179,176,140,540,540
15667_left,214,152,140,540,540
15696_right,204,272,140,540,540
15711_left,239,221,140,540,540
15711_right,240,391,140,540,540
15756_left,247,195,140,540,540
15793_left,175,140,140,540,540
15855_left,238,296,140,540,540
15885_left,221,231,140,540,540
15897_left,237,335,140,540,540
15898_right,177,216,140,540,540
15918_right,149,201,140,540,540
15941_right,227,287,140,540,540
15970_left,253,285,140,540,540
15981_left,257,179,140,540,540
15981_right,250,337,140,540,540
1599_left,212,254,140,540,540
1599_right,184,374,140,540,540
16007_left,216,149,140,540,540
16009_left,193,379,140,540,540
16022_left,224,150,140,540,540
16022_right,182,219,140,540,540
16030_left,219,248,140,540,540
16030_right,266,354,140,540,540
16031_left,143,240,140,540,540
16035_left,217,137,140,540,540
16038_right,174,140,140,540,540
16043_left,183,328,140,540,540
16061_left,198,261,140,540,540
1607_right,178,280,140,540,540
16134_left,170,268,140,540,540
16138_right,196,408,140,540,540
1614_right,243,248,140,540,540
16150_left,223,210,140,540,540
16201_right,131,172,140,540,540
16294_right,187,146,140,540,540
16327_right,239,209,140,540,540
1632_right,150,256,140,540,540
16350_left,250,216,140,540,540
1636_left,270,328,140,540,540
16375_right,139,256,140,540,540
16386_right,163,342,140,540,540
16391_left,188,285,140,540,540
1640_right,169,280,140,540,540
16429_left,212,272,140,540,540
16429_right,255,168,140,540,540
16445_left,190,306,140,540,540
16445_right,160,315,140,540,540
16452_right,212,308,140,540,540
16510_left,269,150,140,540,540
16510_right,195,150,140,540,540
16561_right,234,336,140,540,540
16569_right,242,327,140,540,540
16581_left,185,385,140,540,540
16582_left,215,198,140,540,540
16582_right,253,209,140,540,540
16585_left,137,174,140,540,540
16585_right,261,325,140,540,540
16602_right,167,305,140,540,540
16609_right,180,132,140,540,540
16627_right,202,406,140,540,540
16629_left,257,148,140,540,540
16697_right,210,351,140,540,540
16732_left,175,134,140,540,540
16741_right,172,387,140,540,540
16746_left,189,367,140,540,540
1675_right,169,252,140,540,540
16774_left,217,160,140,540,540
16777_right,210,341,140,540,540
16815_left,149,131,140,540,540
16832_right,230,367,140,540,540
16871_left,223,244,140,540,540
1687_left,240,304,140,540,540
1687_right,133,359,140,540,540
16881_right,220,397,140,540,540
16882_left,140,223,140,540,540
16886_right,238,369,140,540,540
16907_right,185,161,140,540,540
16937_left,246,282,140,540,540
16937_right,130,139,140,540,540
16947_left,228,261,140,540,540
16947_right,243,323,140,540,540
16963_left,226,281,140,540,540
16971_right,169,368,140,540,540
16991_left,196,312,140,540,540
16991_right,253,235,140,540,540
17004_right,205,193,140,540,540
17005_left,248,138,140,540,540
17005_right,210,165,140,540,540
17030_left,254,195,140,540,540
17036_left,175,183,140,540,540
17036_right,155,177,140,540,540
17042_right,134,316,140,540,540
17044_left,163,360,140,540,540
17049_left,246,243,140,540,540
17052_right,182,286,140,540,540
17101_right,132,228,140,540,540
17121_left,139,364,140,540,540
17176_left,254,177,140,540,540
17176_right,207,320,140,540,540
17244_left,202,308,140,540,540
17244_right,266,361,140,540,540
17252_left,248,316,140,540,540
17252_right,254,192,140,540,540
172_left,150,155,140,540,540
17309_left,224,360,140,540,540
17309_right,207,162,140,540,540
17314_left,208,378,140,540,540
1732_right,143,323,140,540,540
17332_right,226,330,140,540,540
17366_right,241,343,140,540,540
17373_right,140,249,140,540,540
17387_left,217,376,140,540,540
17407_right,138,410,140,540,540
17411_left,192,133,140,540,540
17415_left,197,380,140,540,540
1743_left,162,167,140,540,540
17522_left,225,137,140,540,540
17550_left,201,214,140,540,540
17611_right,207,319,140,540,540
17644_right,183,192,140,540,540
17658_left,267,327,140,540,540
17669_left,162,219,140,540,540
17679_right,211,316,140,540,540
17689_left,159,132,140,540,540
17689_right,213,321,140,540,540
17699_left,227,199,140,540,540
17788_right,205,334,140,540,540
1779_right,132,172,140,540,540
17817_right,170,198,140,540,540
17831_left,219,161,140,540,540
17999_right,140,222,140,540,540
18017_right,243,392,140,540,540
18059_left,134,313,140,540,540
18100_right,134,199,140,540,540
18105_left,185,143,140,540,540
18105_right,246,264,140,540,540
18133_left,270,212,140,540,540
18133_right,233,306,140,540,540
18138_left,213,243,140,540,540
18184_left,152,387,140,540,540
18185_right,176,178,140,540,540
18201_left,232,230,140,540,540
18203_left,149,290,140,540,540
18203_right,209,273,140,540,540
18233_left,235,380,140,540,540
1827_right,172,187,140,540,540
18298_right,259,310,140,540,540
18307_right,144,322,140,540,540
1831_right,140,282,140,540,540
18351_left,190,317,140,540,540
18351_right,244,154,140,540,540
1835_right,203,375,140,540,540
18368_left,179,354,140,540,540
18370_right,202,196,140,540,540
18382_left,143,200,140,540,540
18402_left,179,296,140,540,540
18402_right,225,375,140,540,540
18416_left,157,350,140,540,540
18418_left,188,352,140,540,540
18429_left,195,261,140,540,540
18446_left,221,327,140,540,540
18452_left,238,142,140,540,540
18465_left,180,167,140,540,540
18474_left,178,194,140,540,540
18474_right,177,156,140,540,540
18486_left,131,334,140,540,540
18487_right,232,372,140,540,540
184_left,257,376,140,540,540
18515_right,137,191,140,540,540
18534_left,239,336,140,540,540
18603_left,183,311,140,540,540
18603_right,165,347,140,540,540
18622_right,191,248,140,540,540
18633_right,141,334,140,540,540
18647_left,154,304,140,540,540
18653_left,238,281,140,540,540
18678_right,253,410,140,540,540
18685_right,167,234,140,540,540
18688_left,242,205,140,540,540
1873_right,222,334,140,540,540
18798_right,156,218,140,540,540
18829_right,210,265,140,540,540
18837_right,209,386,140,540,540
18876_right,162,325,140,540,540
18909_left,222,304,140,540,540
18909_right,174,182,140,540,540
1893_right,192,151,140,540,540
18976_left,236,312,140,540,540
18976_right,192,249,140,540,540
18999_left,163,263,140,540,540
18999_right,246,292,140,540,540
19004_left,212,257,140,540,540
19056_left,246,339,140,540,540
19056_right,251,203,140,540,540
19060_left,238,406,140,540,540
19064_right,149,208,140,540,540
1906_right,139,245,140,540,540
19099_left,144,220,140,540,540
19120_right,254,163,140,540,540
19154_left,174,139,140,540,540
19167_right,233,147,140,540,540
19178_left,142,198,140,540,540
19193_right,209,375,140,540,540
1919_right,213,189,140,540,540
19202_left,150,324,140,540,540
1920_left,264,311,140,540,540
19237_right,216,213,140,540,540
19254_left,198,279,140,540,540
19266_left,229,306,140,540,540
19266_right,206,265,140,540,540
1926_left,185,399,140,540,540
1926_right,183,270,140,540,540
19272_right,192,279,140,540,540
19285_left,165,352,140,540,540
1928_right,179,313,140,540,540
19293_left,153,154,140,540,540
19302_left,239,319,140,540,540
19302_right,259,265,140,540,540
19306_right,254,409,140,540,540
19339_left,184,212,140,540,540
19343_left,220,328,140,540,540
19343_right,201,258,140,540,540
19350_right,188,407,140,540,540
19367_left,212,130,140,540,540
19377_right,263,324,140,540,540
19421_right,193,195,140,540,540
19431_left,245,130,140,540,540
19467_right,141,367,140,540,540
19472_right,213,173,140,540,540
19478_left,230,399,140,540,540
19478_right,205,291,140,540,540
1947_right,151,268,140,540,540
19485_left,233,238,140,540,540
19489_right,192,288,140,540,540
19490_left,148,199,140,540,540
19490_right,179,275,140,540,540
19516_left,153,231,140,540,540
19516_right,186,357,140,540,540
19521_right,150,361,140,540,540
195_left,258,195,140,540,540
195_right,253,232,140,540,540
19612_right,203,401,140,540,540
19614_left,180,241,140,540,540
19635_left,256,336,140,540,540
1965_left,163,368,140,540,540
1965_right,270,397,140,540,540
19681_right,174,209,140,540,540
19762_left,185,199,140,540,540
19762_right,225,275,140,540,540
19770_left,133,292,140,540,540
19811_right,181,211,140,540,540
19840_right,227,375,140,540,540
19870_left,210,315,140,540,540
19870_right,192,406,140,540,540
19915_right,134,243,140,540,540
19949_left,222,190,140,540,540
19953_left,157,179,140,540,540
19966_left,163,215,140,540,540
2001_left,259,243,140,540,540
2001_right,199,356,140,540,540
2010_left,202,366,140,540,540
2011_right,144,143,140,540,540
2029_right,238,201,140,540,540
2031_left,130,163,140,540,540
2047_right,234,317,140,540,540
2053_right,229,309,140,540,540
2065_left,243,211,140,540,540
2094_left,178,203,140,540,540
2094_right,247,219,140,540,540
2099_right,212,400,140,540,540
2107_right,163,340,140,540,540
2132_left,231,193,140,540,540
2161_right,218,349,140,540,540
2194_left,132,247,140,540,540
219_left,187,311,140,540,540
2205_right,144,386,140,540,540
2232_right,214,265,140,540,540
2249_right,206,216,140,540,540
2357_right,133,322,140,540,540
2359_left,235,316,140,540,540
2369_left,173,170,140,540,540
239_left,163,290,140,540,540
2424_left,223,217,140,540,540
2424_right,161,172,140,540,540
2447_left,208,227,140,540,540
2447_right,191,405,140,540,540
2453_left,260,302,140,540,540
2453_right,218,365,140,540,540
2468_right,176,171,140,540,540
2470_left,155,225,140,540,540
2489_left,194,150,140,540,540
2489_right,238,291,140,540,540
2508_left,198,347,140,540,540
2545_left,165,216,140,540,540
2548_right,262,295,140,540,540
2561_left,254,362,140,540,540
257_right,134,256,140,540,540
2610_left,168,363,140,540,540
2613_left,244,399,140,540,540
2613_right,196,189,140,540,540
2628_right,193,262,140,540,540
2648_left,146,264,140,540,540
2648_right,248,132,140,540,540
264_left,218,228,140,540,540
264_right,163,148,140,540,540
2668_left,159,257,140,540,540
2706_left,151,155,140,540,540
2729_left,265,233,140,540,540
2795_left,136,371,140,540,540
2798_left,228,304,140,540,540
286_left,183,205,140,540,540
286_right,263,372,140,540,540
2872_left,249,311,140,540,540
2880_left,267,226,140,540,540
2962_right,268,227,140,540,540
3026_right,157,155,140,540,540
3029_left,193,345,140,540,540
3029_right,152,197,140,540,540
3031_left,247,289,140,540,540
3031_right,167,145,140,540,540
3059_left,207,263,140,540,540
3101_left,207,172,140,540,540
3101_right,244,270,140,540,540
3104_right,225,323,140,540,540
3192_right,178,161,140,540,540
3194_right,186,404,140,540,540
3202_left,137,393,140,540,540
3202_right,152,131,140,540,540
3213_left,153,409,140,540,540
3237_left,173,218,140,540,540
325_left,240,281,140,540,540
3267_left,228,376,140,540,540
3271_left,179,178,140,540,540
3275_right,223,385,140,540,540
3295_right,245,381,140,540,540
3300_left,169,188,140,540,540
3301_left,191,382,140,540,540
3301_right,143,185,140,540,540
3317_left,225,195,140,540,540
3320_left,156,373,140,540,540
3334_left,204,327,140,540,540
3356_left,211,321,140,540,540
3356_right,192,284,140,540,540
3408_left,234,163,140,540,540
3418_right,269,202,140,540,540
3420_right,133,255,140,540,540
3432_left,188,375,140,540,540
3432_right,201,330,140,540,540
3454_left,149,193,140,540,540
3485_left,148,357,140,540,540
3523_right,220,142,140,540,540
3554_right,247,239,140,540,540
3560_left,134,298,140,540,540
3606_right,133,340,140,540,540
3655_left,183,257,140,540,540
3703_left,197,265,140,540,540
3744_left,213,173,140,540,540
3744_right,162,171,140,540,540
3754_right,265,355,140,540,540
3778_right,149,270,140,540,540
378_right,222,330,140,540,540
3808_left,175,133,140,540,540
3808_right,235,381,140,540,540
3829_left,198,163,140,540,540
3865_left,195,275,140,540,540
3888_left,142,236,140,540,540
3895_left,206,239,140,540,540
3914_left,247,132,140,540,540
3914_right,185,242,140,540,540
3933_left,245,335,140,540,540
3933_right,260,319,140,540,540
396_left,161,186,140,540,540
396_right,233,159,140,540,540
3988_right,168,190,140,540,540
4025_right,185,149,140,540,540
4043_left,162,269,140,540,540
4043_right,157,390,140,540,540
4060_left,153,379,140,540,540
4060_right,261,133,140,540,540
4078_right,177,350,140,540,540
4122_left,158,278,140,540,540
4125_right,247,250,140,540,540
4149_left,144,400,140,540,540
4149_right,214,240,140,540,540
4163_left,240,341,140,540,540
4175_right,159,308,140,540,540
4196_right,222,133,140,540,540
419_left,155,379,140,540,540
4214_right,210,372,140,540,540
427_left,143,251,140,540,540
427_right,232,203,140,540,540
4307_left,216,342,140,540,540
4318_left,141,205,140,540,540
4352_left,192,394,140,540,540
4364_left,190,403,140,540,540
4370_right,171,302,140,540,540
4385_right,210,260,140,540,540
4398_left,256,194,140,540,540
4399_right,146,174,140,540,540
439_left,269,181,140,540,540
4403_left,133,179,140,540,540
4409_left,156,367,140,540,540
4443_right,185,357,140,540,540
444_left,141,319,140,540,540
444_right,192,157,140,540,540
4464_right,200,178,140,540,540
4497_left,228,269,140,540,540
4513_left,185,237,140,540,540
4519_left,160,322,140,540,540
4519_right,147,297,140,540,540
4555_right,169,310,140,540,540
4559_left,201,229,140,540,540
4561_right,153,305,140,540,540
4567_right,155,407,140,540,540
4594_right,229,143,140,540,540
4601_right,173,254,140,540,540
4604_left,228,172,140,540,540
4624_right,228,369,140,540,540
4657_left,194,397,140,540,540
466_left,226,298,140,540,540
466_right,199,203,140,540,540
4674_right,234,341,140,540,540
4676_right,209,371,140,540,540
4685_left,198,332,140,540,540
4688_left,252,280,140,540,540
4693_left,181,240,140,540,540
4693_right,253,383,140,540,540
4696_left,142,357,140,540,540
4698_left,151,358,140,540,540
4702_right,225,254,140,540,540
4710_right,136,199,140,540,540
4723_left,235,380,140,540,540
4764_right,142,316,140,540,540
4798_left,233,293,140,540,540
4811_left,208,195,140,540,540
4829_left,182,221,140,540,540
4886_left,251,225,140,540,540
4886_right,217,141,140,540,540
4903_left,168,168,140,540,540
4931_left,150,402,140,540,540
4937_right,228,269,140,540,540
4965_right,225,170,140,540,540
4970_left,239,261,140,540,540
5039_left,255,314,140,540,540
5054_left,230,131,140,540,540
5058_left,203,173,140,540,540
5058_right,178,226,140,540,540
5066_left,169,176,140,540,540
5066_right,221,187,140,540,540
508_left,177,198,140,540,540
509_right,136,156,140,540,540
5100_left,219,260,140,540,540
510_left,195,408,140,540,540
510_right,194,394,140,540,540
5149_left,240,139,140,540,540
5149_right,250,238,140,540,540
5156_left,142,350,140,540,540
5183_right,174,206,140,540,540
5213_right,244,307,140,540,540
5237_left,225,294,140,540,540
5237_right,238,225,140,540,540
5240_right,219,354,140,540,540
5275_left,164,150,140,540,540
527_right,206,249,140,540,540
5329_right,257,351,140,540,540
5342_left,215,208,140,540,540
534_left,171,284,140,540,540
534_right,176,161,140,540,540
5361_left,148,272,140,540,540
5396_left,135,368,140,540,540
5396_right,178,360,140,540,540
5406_left,149,355,140,540,540
5410_left,155,138,140,540,540
5410_right,182,381,140,540,540
5420_right,154,261,140,540,540
5436_left,142,197,140,540,540
5436_right,264,359,140,540,540
5437_right,150,273,140,540,540
5457_right,221,143,140,540,540
5471_left,251,177,140,540,540
5471_right,192,382,140,540,540
5496_left,130,225,140,540,540
5496_right,150,190,140,540,540
5500_right,154,177,140,540,540
5516_right,155,388,140,540,540
5530_right,256,239,140,540,540
5541_right,131,180,140,540,540
5577_right,151,194,140,540,540
5598_left,151,169,140,540,540
560_right,235,337,140,540,540
5615_left,188,182,140,540,540
5632_right,207,310,140,540,540
5647_left,182,313,140,540,540
5657_left,158,179,140,540,540
5668_right,163,342,140,540,540
5676_right,242,385,140,540,540
5728_left,166,242,140,540,540
5740_left,264,270,140,540,540
5740_right,253,330,140,540,540
5743_left,203,361,140,540,540
5758_left,217,255,140,540,540
5783_left,214,331,140,540,540
5783_right,253,354,140,540,540
5789_right,251,312,140,540,540
5790_right,189,356,140,540,540
5792_right,228,140,140,540,540
5800_right,246,192,140,540,540
5814_left,153,236,140,540,540
5819_right,244,148,140,540,540
5821_right,157,330,140,540,540
5835_right,164,308,140,540,540
5838_right,270,350,140,540,540
5848_left,156,231,140,540,540
5859_left,216,228,140,540,540
5859_right,263,255,140,540,540
5877_right,246,317,140,540,540
5896_right,200,267,140,540,540
5902_left,172,352,140,540,540
5927_right,157,263,140,540,540
5930_right,155,209,140,540,540
5944_left,226,299,140,540,540
5953_left,167,205,140,540,540
5965_left,259,261,140,540,540
5965_right,263,159,140,540,540
6014_left,209,383,140,540,540
6018_left,166,278,140,540,540
6022_right,234,218,140,540,540
6053_right,242,266,140,540,540
6079_left,206,327,140,540,540
607_left,135,356,140,540,540
6093_left,160,193,140,540,540
