image_name,center_x,center_y,target_size,image_w,image_h
11230_right,135,340,140,540,540
11231_right,135,340,140,540,540
11238_right,135,340,140,540,540
11241_right,135,340,140,540,540
11243_left,135,340,140,540,540
11243_right,135,340,140,540,540
11288_left,135,340,140,540,540
11291_left,135,340,140,540,540
11291_right,135,340,140,540,540
11292_left,135,340,140,540,540
11315_right,135,340,140,540,540
11316_left,135,340,140,540,540
11316_right,135,340,140,540,540
11384_left,135,340,140,540,540
11384_right,135,340,140,540,540
11408_left,135,340,140,540,540
1140_left,135,340,140,540,540
1140_right,135,340,140,540,540
1145_right,135,340,140,540,540
11503_left,135,340,140,540,540
11503_right,135,340,140,540,540
1152_right,135,340,140,540,540
11539_left,135,340,140,540,540
11539_right,135,340,140,540,540
11623_left,135,340,140,540,540
11647_right,135,340,140,540,540
11648_left,135,340,140,540,540
11649_left,135,340,140,540,540
11650_left,135,340,140,540,540
11650_right,135,340,140,540,540
11651_right,135,340,140,540,540
1167_left,135,340,140,540,540
11698_left,135,340,140,540,540
11698_right,135,340,140,540,540
11703_right,135,340,140,540,540
11734_right,135,340,140,540,540
11759_right,135,340,140,540,540
11770_left,135,340,140,540,540
11772_right,135,340,140,540,540
11776_left,135,340,140,540,540
11776_right,135,340,140,540,540
11790_left,135,340,140,540,540
11790_right,135,340,140,540,540
11823_right,135,340,140,540,540
11826_right,135,340,140,540,540
11910_left,135,340,140,540,540
11910_right,135,340,140,540,540
11962_left,135,340,140,540,540
11965_right,135,340,140,540,540
11975_left,135,340,140,540,540
12000_right,135,340,140,540,540
12003_left,135,340,140,540,540
12005_left,135,340,140,540,540
12036_left,135,340,140,540,540
12042_left,135,340,140,540,540
1204_right,135,340,140,540,540
12089_right,135,340,140,540,540
12092_left,135,340,140,540,540
12101_left,135,340,140,540,540
12101_right,135,340,140,540,540
12129_right,135,340,140,540,540
12211_right,135,340,140,540,540
12257_left,135,340,140,540,540
12268_left,135,340,140,540,540
12271_left,135,340,140,540,540
12286_right,135,340,140,540,540
12299_left,135,340,140,540,540
12306_right,135,340,140,540,540
12316_left,135,340,140,540,540
12325_left,135,340,140,540,540
12325_right,135,340,140,540,540
12329_left,135,340,140,540,540
12329_right,135,340,140,540,540
1233_right,135,340,140,540,540
12386_left,135,340,140,540,540
12410_right,135,340,140,540,540
12441_left,135,340,140,540,540
12441_right,135,340,140,540,540
12445_right,135,340,140,540,540
12451_left,135,340,140,540,540
12478_right,135,340,140,540,540
12480_right,135,340,140,540,540
12490_left,135,340,140,540,540
12492_right,135,340,140,540,540
12525_left,135,340,140,540,540
12525_right,135,340,140,540,540
12536_left,135,340,140,540,540
12539_right,135,340,140,540,540
12567_left,135,340,140,540,540
12567_right,135,340,140,540,540
12575_right,135,340,140,540,540
12589_left,135,340,140,540,540
1259_right,135,340,140,540,540
12628_right,135,340,140,540,540
12630_left,135,340,140,540,540
12650_left,135,340,140,540,540
12650_right,135,340,140,540,540
12654_right,135,340,140,540,540
12666_left,135,340,140,540,540
12666_right,135,340,140,540,540
12699_left,135,340,140,540,540
12699_right,135,340,140,540,540
12709_right,135,340,140,540,540
12734_left,135,340,140,540,540
12734_right,135,340,140,540,540
12739_left,135,340,140,540,540
12743_left,135,340,140,540,540
12743_right,135,340,140,540,540
12775_left,135,340,140,540,540
12789_left,135,340,140,540,540
12789_right,135,340,140,540,540
12795_right,135,340,140,540,540
12804_right,135,340,140,540,540
12805_left,135,340,140,540,540
12831_right,135,340,140,540,540
12835_left,135,340,140,540,540
12835_right,135,340,140,540,540
12839_left,135,340,140,540,540
12839_right,135,340,140,540,540
12857_right,135,340,140,540,540
12859_left,135,340,140,540,540
1290_left,135,340,140,540,540
1290_right,135,340,140,540,540
12912_right,135,340,140,540,540
12931_left,135,340,140,540,540
12951_left,135,340,140,540,540
1296_right,135,340,140,540,540
129_left,135,340,140,540,540
129_right,135,340,140,540,540
13002_right,135,340,140,540,540
13005_right,135,340,140,540,540
13012_right,135,340,140,540,540
13015_right,135,340,140,540,540
13099_left,135,340,140,540,540
13099_right,135,340,140,540,540
13112_right,135,340,140,540,540
13125_right,135,340,140,540,540
13126_right,135,340,140,540,540
13161_left,135,340,140,540,540
13161_right,135,340,140,540,540
13169_right,135,340,140,540,540
13175_right,135,340,140,540,540
13201_right,135,340,140,540,540
13239_right,135,340,140,540,540
13252_right,135,340,140,540,540
13254_left,135,340,140,540,540
13267_right,135,340,140,540,540
13270_right,135,340,140,540,540
13308_left,135,340,140,540,540
13323_right,135,340,140,540,540
13326_left,135,340,140,540,540
13353_right,135,340,140,540,540
13417_left,135,340,140,540,540
13446_right,135,340,140,540,540
13489_right,135,340,140,540,540
13493_left,135,340,140,540,540
13495_left,135,340,140,540,540
13527_left,135,340,140,540,540
13567_left,135,340,140,540,540
13584_right,135,340,140,540,540
13585_left,135,340,140,540,540
13585_right,135,340,140,540,540
13588_left,135,340,140,540,540
13597_left,135,340,140,540,540
13597_right,135,340,140,540,540
13605_right,135,340,140,540,540
13607_left,135,340,140,540,540
13627_left,135,340,140,540,540
13627_right,135,340,140,540,540
1362_left,135,340,140,540,540
13638_right,135,340,140,540,540
13644_right,135,340,140,540,540
13667_right,135,340,140,540,540
13668_left,135,340,140,540,540
1367_left,135,340,140,540,540
13684_left,135,340,140,540,540
13704_left,135,340,140,540,540
13705_right,135,340,140,540,540
13768_left,135,340,140,540,540
13773_left,135,340,140,540,540
13786_left,135,340,140,540,540
13820_left,135,340,140,540,540
13820_right,135,340,140,540,540
13821_left,135,340,140,540,540
13848_left,135,340,140,540,540
13856_left,135,340,140,540,540
13892_right,135,340,140,540,540
1391_right,135,340,140,540,540
13923_right,135,340,140,540,540
13931_right,135,340,140,540,540
13933_right,135,340,140,540,540
13966_right,135,340,140,540,540
13971_right,135,340,140,540,540
13975_left,135,340,140,540,540
13975_right,135,340,140,540,540
14045_right,135,340,140,540,540
14053_left,135,340,140,540,540
14078_left,135,340,140,540,540
14094_left,135,340,140,540,540
14097_left,135,340,140,540,540
14119_left,135,340,140,540,540
14128_left,135,340,140,540,540
14139_left,135,340,140,540,540
14152_right,135,340,140,540,540
14159_right,135,340,140,540,540
14160_left,135,340,140,540,540
1419_right,135,340,140,540,540
14202_left,135,340,140,540,540
14205_right,135,340,140,540,540
14228_left,135,340,140,540,540
14249_right,135,340,140,540,540
14269_left,135,340,140,540,540
14269_right,135,340,140,540,540
14323_left,135,340,140,540,540
14323_right,135,340,140,540,540
14325_left,135,340,140,540,540
14336_right,135,340,140,540,540
14339_left,135,340,140,540,540
14397_right,135,340,140,540,540
14410_right,135,340,140,540,540
14413_left,135,340,140,540,540
14425_right,135,340,140,540,540
14436_left,135,340,140,540,540
14456_left,135,340,140,540,540
14486_right,135,340,140,540,540
14490_right,135,340,140,540,540
14495_left,135,340,140,540,540
14501_left,135,340,140,540,540
14530_left,135,340,140,540,540
14530_right,135,340,140,540,540
14548_right,135,340,140,540,540
14626_left,135,340,140,540,540
14684_right,135,340,140,540,540
1469_left,135,340,140,540,540
1469_right,135,340,140,540,540
14703_left,135,340,140,540,540
14710_right,135,340,140,540,540
14723_right,135,340,140,540,540
14731_left,135,340,140,540,540
14754_left,135,340,140,540,540
14754_right,135,340,140,540,540
1475_left,135,340,140,540,540
1475_right,135,340,140,540,540
14807_left,135,340,140,540,540
14807_right,135,340,140,540,540
14811_left,135,340,140,540,540
14811_right,135,340,140,540,540
14834_right,135,340,140,540,540
14850_left,135,340,140,540,540
14855_right,135,340,140,540,540
1487_left,135,340,140,540,540
14892_right,135,340,140,540,540
14908_left,135,340,140,540,540
14908_right,135,340,140,540,540
14915_left,135,340,140,540,540
14927_left,135,340,140,540,540
14927_right,135,340,140,540,540
1495_right,135,340,140,540,540
1496_right,135,340,140,540,540
14987_left,135,340,140,540,540
14992_left,135,340,140,540,540
14992_right,135,340,140,540,540
1500_left,135,340,140,540,540
15023_right,135,340,140,540,540
15034_right,135,340,140,540,540
15066_right,135,340,140,540,540
15074_right,135,340,140,540,540
15095_left,135,340,140,540,540
1509_right,135,340,140,540,540
15114_right,135,340,140,540,540
15120_left,135,340,140,540,540
15138_right,135,340,140,540,540
15154_right,135,340,140,540,540
15185_left,135,340,140,540,540
15193_left,135,340,140,540,540
15257_right,135,340,140,540,540
1526_left,135,340,140,540,540
15273_left,135,340,140,540,540
15273_right,135,340,140,540,540
15274_right,135,340,140,540,540
15278_right,135,340,140,540,540
15297_left,135,340,140,540,540
15297_right,135,340,140,540,540
15302_left,135,340,140,540,540
15302_right,135,340,140,540,540
15309_left,135,340,140,540,540
1530_right,135,340,140,540,540
15354_right,135,340,140,540,540
1536_right,135,340,140,540,540
15385_left,135,340,140,540,540
15385_right,135,340,140,540,540
1540_left,135,340,140,540,540
15442_left,135,340,140,540,540
15442_right,135,340,140,540,540
1544_left,135,340,140,540,540
15493_left,135,340,140,540,540
15509_right,135,340,140,540,540
15515_right,135,340,140,540,540
15523_left,135,340,140,540,540
15523_right,135,340,140,540,540
15529_left,135,340,140,540,540
1552_right,135,340,140,540,540
15531_right,135,340,140,540,540
15544_left,135,340,140,540,540
15544_right,135,340,140,540,540
15557_left,135,340,140,540,540
1557_right,135,340,140,540,540
15582_left,135,340,140,540,540
15582_right,135,340,140,540,540
15594_left,135,340,140,540,540
15602_right,135,340,140,540,540
15615_right,135,340,140,540,540
15631_left,135,340,140,540,540
15636_left,135,340,140,540,540
15639_left,135,340,140,540,540
15640_left,135,340,140,540,540
15640_right,135,340,140,540,540
15667_left,135,340,140,540,540
15696_right,135,340,140,540,540
15711_left,135,340,140,540,540
15711_right,135,340,140,540,540
15756_left,135,340,140,540,540
15793_left,135,340,140,540,540
15855_left,135,340,140,540,540
15885_left,135,340,140,540,540
15897_left,135,340,140,540,540
15898_right,135,340,140,540,540
15918_right,135,340,140,540,540
15941_right,135,340,140,540,540
15970_left,135,340,140,540,540
15981_left,135,340,140,540,540
15981_right,135,340,140,540,540
1599_left,135,340,140,540,540
1599_right,135,340,140,540,540
16007_left,135,340,140,540,540
16009_left,135,340,140,540,540
16022_left,135,340,140,540,540
16022_right,135,340,140,540,540
16030_left,135,340,140,540,540
16030_right,135,340,140,540,540
16031_left,135,340,140,540,540
16035_left,135,340,140,540,540
16038_right,135,340,140,540,540
16043_left,135,340,140,540,540
16061_left,135,340,140,540,540
1607_right,135,340,140,540,540
16134_left,135,340,140,540,540
16138_right,135,340,140,540,540
1614_right,135,340,140,540,540
16150_left,135,340,140,540,540
16201_right,135,340,140,540,540
16294_right,135,340,140,540,540
16327_right,135,340,140,540,540
1632_right,135,340,140,540,540
16350_left,135,340,140,540,540
1636_left,135,340,140,540,540
16375_right,135,340,140,540,540
16386_right,135,340,140,540,540
16391_left,135,340,140,540,540
1640_right,135,340,140,540,540
16429_left,135,340,140,540,540
16429_right,135,340,140,540,540
16445_left,135,340,140,540,540
16445_right,135,340,140,540,540
16452_right,135,340,140,540,540
16510_left,135,340,140,540,540
16510_right,135,340,140,540,540
16561_right,135,340,140,540,540
16569_right,135,340,140,540,540
16581_left,135,340,140,540,540
16582_left,135,340,140,540,540
16582_right,135,340,140,540,540
16585_left,135,340,140,540,540
16585_right,135,340,140,540,540
16602_right,135,340,140,540,540
16609_right,135,340,140,540,540
16627_right,135,340,140,540,540
16629_left,135,340,140,540,540
16697_right,135,340,140,540,540
16732_left,135,340,140,540,540
16741_right,135,340,140,540,540
16746_left,135,340,140,540,540
1675_right,135,340,140,540,540
16774_left,135,340,140,540,540
16777_right,135,340,140,540,540
16815_left,135,340,140,540,540
16832_right,135,340,140,540,540
16871_left,135,340,140,540,540
1687_left,135,340,140,540,540
1687_right,135,340,140,540,540
16881_right,135,340,140,540,540
16882_left,135,340,140,540,540
16886_right,135,340,140,540,540
16907_right,135,340,140,540,540
16937_left,135,340,140,540,540
16937_right,135,340,140,540,540
16947_left,135,340,140,540,540
16947_right,135,340,140,540,540
16963_left,135,340,140,540,540
16971_right,135,340,140,540,540
16991_left,135,340,140,540,540
16991_right,135,340,140,540,540
17004_right,135,340,140,540,540
17005_left,135,340,140,540,540
17005_right,135,340,140,540,540
17030_left,135,340,140,540,540
17036_left,135,340,140,540,540
17036_right,135,340,140,540,540
17042_right,135,340,140,540,540
17044_left,135,340,140,540,540
17049_left,135,340,140,540,540
17052_right,135,340,140,540,540
17101_right,135,340,140,540,540
17121_left,135,340,140,540,540
17176_left,135,340,140,540,540
17176_right,135,340,140,540,540
17244_left,135,340,140,540,540
17244_right,135,340,140,540,540
17252_left,135,340,140,540,540
17252_right,135,340,140,540,540
172_left,135,340,140,540,540
17309_left,135,340,140,540,540
17309_right,135,340,140,540,540
17314_left,135,340,140,540,540
1732_right,135,340,140,540,540
17332_right,135,340,140,540,540
17366_right,135,340,140,540,540
17373_right,135,340,140,540,540
17387_left,135,340,140,540,540
17407_right,135,340,140,540,540
17411_left,135,340,140,540,540
17415_left,135,340,140,540,540
1743_left,135,340,140,540,540
17522_left,135,340,140,540,540
17550_left,135,340,140,540,540
17611_right,135,340,140,540,540
17644_right,135,340,140,540,540
17658_left,135,340,140,540,540
17669_left,135,340,140,540,540
17679_right,135,340,140,540,540
17689_left,135,340,140,540,540
17689_right,135,340,140,540,540
17699_left,135,340,140,540,540
17788_right,135,340,140,540,540
1779_right,135,340,140,540,540
17817_right,135,340,140,540,540
17831_left,135,340,140,540,540
17999_right,135,340,140,540,540
18017_right,135,340,140,540,540
18059_left,135,340,140,540,540
18100_right,135,340,140,540,540
18105_left,135,340,140,540,540
18105_right,135,340,140,540,540
18133_left,135,340,140,540,540
18133_right,135,340,140,540,540
18138_left,135,340,140,540,540
18184_left,135,340,140,540,540
18185_right,135,340,140,540,540
18201_left,135,340,140,540,540
18203_left,135,340,140,540,540
18203_right,135,340,140,540,540
18233_left,135,340,140,540,540
1827_right,135,340,140,540,540
18298_right,135,340,140,540,540
18307_right,135,340,140,540,540
1831_right,135,340,140,540,540
18351_left,135,340,140,540,540
18351_right,135,340,140,540,540
1835_right,135,340,140,540,540
18368_left,135,340,140,540,540
18370_right,135,340,140,540,540
18382_left,135,340,140,540,540
18402_left,135,340,140,540,540
18402_right,135,340,140,540,540
18416_left,135,340,140,540,540
18418_left,135,340,140,540,540
18429_left,135,340,140,540,540
18446_left,135,340,140,540,540
18452_left,135,340,140,540,540
18465_left,135,340,140,540,540
18474_left,135,340,140,540,540
18474_right,135,340,140,540,540
18486_left,135,340,140,540,540
18487_right,135,340,140,540,540
184_left,135,340,140,540,540
18515_right,135,340,140,540,540
18534_left,135,340,140,540,540
18603_left,135,340,140,540,540
18603_right,135,340,140,540,540
18622_right,135,340,140,540,540
18633_right,135,340,140,540,540
18647_left,135,340,140,540,540
18653_left,135,340,140,540,540
18678_right,135,340,140,540,540
18685_right,135,340,140,540,540
18688_left,135,340,140,540,540
1873_right,135,340,140,540,540
18798_right,135,340,140,540,540
18829_right,135,340,140,540,540
18837_right,135,340,140,540,540
18876_right,135,340,140,540,540
18909_left,135,340,140,540,540
18909_right,135,340,140,540,540
1893_right,135,340,140,540,540
18976_left,135,340,140,540,540
18976_right,135,340,140,540,540
18999_left,135,340,140,540,540
18999_right,135,340,140,540,540
19004_left,135,340,140,540,540
19056_left,135,340,140,540,540
19056_right,135,340,140,540,540
19060_left,135,340,140,540,540
19064_right,135,340,140,540,540
1906_right,135,340,140,540,540
19099_left,135,340,140,540,540
19120_right,135,340,140,540,540
19154_left,135,340,140,540,540
19167_right,135,340,140,540,540
19178_left,135,340,140,540,540
19193_right,135,340,140,540,540
1919_right,135,340,140,540,540
19202_left,135,340,140,540,540
1920_left,135,340,140,540,540
19237_right,135,340,140,540,540
19254_left,135,340,140,540,540
19266_left,135,340,140,540,540
19266_right,135,340,140,540,540
1926_left,135,340,140,540,540
1926_right,135,340,140,540,540
19272_right,135,340,140,540,540
19285_left,135,340,140,540,540
1928_right,135,340,140,540,540
19293_left,135,340,140,540,540
19302_left,135,340,140,540,540
19302_right,135,340,140,540,540
19306_right,135,340,140,540,540
19339_left,135,340,140,540,540
19343_left,135,340,140,540,540
19343_right,135,340,140,540,540
19350_right,135,340,140,540,540
19367_left,135,340,140,540,540
19377_right,135,340,140,540,540
19421_right,135,340,140,540,540
19431_left,135,340,140,540,540
19467_right,135,340,140,540,540
19472_right,135,340,140,540,540
19478_left,135,340,140,540,540
19478_right,135,340,140,540,540
1947_right,135,340,140,540,540
19485_left,135,340,140,540,540
19489_right,135,340,140,540,540
19490_left,135,340,140,540,540
19490_right,135,340,140,540,540
19516_left,135,340,140,540,540
19516_right,135,340,140,540,540
19521_right,135,340,140,540,540
195_left,135,340,140,540,540
195_right,135,340,140,540,540
19612_right,135,340,140,540,540
19614_left,135,340,140,540,540
19635_left,135,340,140,540,540
1965_left,135,340,140,540,540
1965_right,135,340,140,540,540
19681_right,135,340,140,540,540
19762_left,135,340,140,540,540
19762_right,135,340,140,540,540
19770_left,135,340,140,540,540
19811_right,135,340,140,540,540
19840_right,135,340,140,540,540
19870_left,135,340,140,540,540
19870_right,135,340,140,540,540
19915_right,135,340,140,540,540
19949_left,135,340,140,540,540
19953_left,135,340,140,540,540
19966_left,135,340,140,540,540
2001_left,135,340,140,540,540
2001_right,135,340,140,540,540
2010_left,135,340,140,540,540
2011_right,135,340,140,540,540
2029_right,135,340,140,540,540
2031_left,135,340,140,540,540
2047_right,135,340,140,540,540
2053_right,135,340,140,540,540
2065_left,135,340,140,540,540
2094_left,135,340,140,540,540
2094_right,135,340,140,540,540
2099_right,135,340,140,540,540
2107_right,135,340,140,540,540
2132_left,135,340,140,540,540
2161_right,135,340,140,540,540
2194_left,135,340,140,540,540
219_left,135,340,140,540,540
2205_right,135,340,140,540,540
2232_right,135,340,140,540,540
2249_right,135,340,140,540,540
2357_right,135,340,140,540,540
2359_left,135,340,140,540,540
2369_left,135,340,140,540,540
239_left,135,340,140,540,540
2424_left,135,340,140,540,540
2424_right,135,340,140,540,540
2447_left,135,340,140,540,540
2447_right,135,340,140,540,540
2453_left,135,340,140,540,540
2453_right,135,340,140,540,540
2468_right,135,340,140,540,540
2470_left,135,340,140,540,540
2489_left,135,340,140,540,540
2489_right,135,340,140,540,540
2508_left,135,340,140,540,540
2545_left,135,340,140,540,540
2548_right,135,340,140,540,540
2561_left,135,340,140,540,540
257_right,135,340,140,540,540
2610_left,135,340,140,540,540
2613_left,135,340,140,540,540
2613_right,135,340,140,540,540
2628_right,135,340,140,540,540
2648_left,135,340,140,540,540
2648_right,135,340,140,540,540
264_left,135,340,140,540,540
264_right,135,340,140,540,540
2668_left,135,340,140,540,540
2706_left,135,340,140,540,540
2729_left,135,340,140,540,540
2795_left,135,340,140,540,540
2798_left,135,340,140,540,540
286_left,135,340,140,540,540
286_right,135,340,140,540,540
2872_left,135,340,140,540,540
2880_left,135,340,140,540,540
2962_right,135,340,140,540,540
3026_right,135,340,140,540,540
3029_left,135,340,140,540,540
3029_right,135,340,140,540,540
3031_left,135,340,140,540,540
3031_right,135,340,140,540,540
3059_left,135,340,140,540,540
3101_left,135,340,140,540,540
3101_right,135,340,140,540,540
3104_right,135,340,140,540,540
3192_right,135,340,140,540,540
3194_right,135,340,140,540,540
3202_left,135,340,140,540,540
3202_right,135,340,140,540,540
3213_left,135,340,140,540,540
3237_left,135,340,140,540,540
325_left,135,340,140,540,540
3267_left,135,340,140,540,540
3271_left,135,340,140,540,540
3275_right,135,340,140,540,540
3295_right,135,340,140,540,540
3300_left,135,340,140,540,540
3301_left,135,340,140,540,540
3301_right,135,340,140,540,540
3317_left,135,340,140,540,540
3320_left,135,340,140,540,540
3334_left,135,340,140,540,540
3356_left,135,340,140,540,540
3356_right,135,340,140,540,540
3408_left,135,340,140,540,540
3418_right,135,340,140,540,540
3420_right,135,340,140,540,540
3432_left,135,340,140,540,540
3432_right,135,340,140,540,540
3454_left,135,340,140,540,540
3485_left,135,340,140,540,540
3523_right,135,340,140,540,540
3554_right,135,340,140,540,540
3560_left,135,340,140,540,540
3606_right,135,340,140,540,540
3655_left,135,340,140,540,540
3703_left,135,340,140,540,540
3744_left,135,340,140,540,540
3744_right,135,340,140,540,540
3754_right,135,340,140,540,540
3778_right,135,340,140,540,540
378_right,135,340,140,540,540
3808_left,135,340,140,540,540
3808_right,135,340,140,540,540
3829_left,135,340,140,540,540
3865_left,135,340,140,540,540
3888_left,135,340,140,540,540
3895_left,135,340,140,540,540
3914_left,135,340,140,540,540
3914_right,135,340,140,540,540
3933_left,135,340,140,540,540
3933_right,135,340,140,540,540
396_left,135,340,140,540,540
396_right,135,340,140,540,540
3988_right,135,340,140,540,540
4025_right,135,340,140,540,540
4043_left,135,340,140,540,540
4043_right,135,340,140,540,540
4060_left,135,340,140,540,540
4060_right,135,340,140,540,540
4078_right,135,340,140,540,540
4122_left,135,340,140,540,540
4125_right,135,340,140,540,540
4149_left,135,340,140,540,540
4149_right,135,340,140,540,540
4163_left,135,340,140,540,540
4175_right,135,340,140,540,540
4196_right,135,340,140,540,540
419_left,135,340,140,540,540
4214_right,135,340,140,540,540
427_left,135,340,140,540,540
427_right,135,340,140,540,540
4307_left,135,340,140,540,540
4318_left,135,340,140,540,540
4352_left,135,340,140,540,540
4364_left,135,340,140,540,540
4370_right,135,340,140,540,540
4385_right,135,340,140,540,540
4398_left,135,340,140,540,540
4399_right,135,340,140,540,540
439_left,135,340,140,540,540
4403_left,135,340,140,540,540
4409_left,135,340,140,540,540
4443_right,135,340,140,540,540
444_left,135,340,140,540,540
444_right,135,340,140,540,540
4464_right,135,340,140,540,540
4497_left,135,340,140,540,540
4513_left,135,340,140,540,540
4519_left,135,340,140,540,540
4519_right,135,340,140,540,540
4555_right,135,340,140,540,540
4559_left,135,340,140,540,540
4561_right,135,340,140,540,540
4567_right,135,340,140,540,540
4594_right,135,340,140,540,540
4601_right,135,340,140,540,540
4604_left,135,340,140,540,540
4624_right,135,340,140,540,540
4657_left,135,340,140,540,540
466_left,135,340,140,540,540
466_right,135,340,140,540,540
4674_right,135,340,140,540,540
4676_right,135,340,140,540,540
4685_left,135,340,140,540,540
4688_left,135,340,140,540,540
4693_left,135,340,140,540,540
4693_right,135,340,140,540,540
4696_left,135,340,140,540,540
4698_left,135,340,140,540,540
4702_right,135,340,140,540,540
4710_right,135,340,140,540,540
4723_left,135,340,140,540,540
4764_right,135,340,140,540,540
4798_left,135,340,140,540,540
4811_left,135,340,140,540,540
4829_left,135,340,140,540,540
4886_left,135,340,140,540,540
4886_right,135,340,140,540,540
4903_left,135,340,140,540,540
4931_left,135,340,140,540,540
4937_right,135,340,140,540,540
4965_right,135,340,140,540,540
4970_left,135,340,140,540,540
5039_left,135,340,140,540,540
5054_left,135,340,140,540,540
5058_left,135,340,140,540,540
5058_right,135,340,140,540,540
5066_left,135,340,140,540,540
5066_right,135,340,140,540,540
508_left,135,340,140,540,540
509_right,135,340,140,540,540
5100_left,135,340,140,540,540
510_left,135,340,140,540,540
510_right,135,340,140,540,540
5149_left,135,340,140,540,540
5149_right,135,340,140,540,540
5156_left,135,340,140,540,540
5183_right,135,340,140,540,540
5213_right,135,340,140,540,540
5237_left,135,340,140,540,540
5237_right,135,340,140,540,540
5240_right,135,340,140,540,540
5275_left,135,340,140,540,540
527_right,135,340,140,540,540
5329_right,135,340,140,540,540
5342_left,135,340,140,540,540
534_left,135,340,140,540,540
534_right,135,340,140,540,540
5361_left,135,340,140,540,540
5396_left,135,340,140,540,540
5396_right,135,340,140,540,540
5406_left,135,340,140,540,540
5410_left,135,340,140,540,540
5410_right,135,340,140,540,540
5420_right,135,340,140,540,540
5436_left,135,340,140,540,540
5436_right,135,340,140,540,540
5437_right,135,340,140,540,540
5457_right,135,340,140,540,540
5471_left,135,340,140,540,540
5471_right,135,340,140,540,540
5496_left,135,340,140,540,540
5496_right,135,340,140,540,540
5500_right,135,340,140,540,540
5516_right,135,340,140,540,540
5530_right,135,340,140,540,540
5541_right,135,340,140,540,540
5577_right,135,340,140,540,540
5598_left,135,340,140,540,540
560_right,135,340,140,540,540
5615_left,135,340,140,540,540
5632_right,135,340,140,540,540
5647_left,135,340,140,540,540
5657_left,135,340,140,540,540
5668_right,135,340,140,540,540
5676_right,135,340,140,540,540
5728_left,135,340,140,540,540
5740_left,135,340,140,540,540
5740_right,135,340,140,540,540
5743_left,135,340,140,540,540
5758_left,135,340,140,540,540
5783_left,135,340,140,540,540
5783_right,135,340,140,540,540
5789_right,135,340,140,540,540
5790_right,135,340,140,540,540
5792_right,135,340,140,540,540
5800_right,135,340,140,540,540
5814_left,135,340,140,540,540
5819_right,135,340,140,540,540
5821_right,135,340,140,540,540
5835_right,135,340,140,540,540
5838_right,135,340,140,540,540
5848_left,135,340,140,540,540
5859_left,135,340,140,540,540
5859_right,135,340,140,540,540
5877_right,135,340,140,540,540
5896_right,135,340,140,540,540
5902_left,135,340,140,540,540
5927_right,135,340,140,540,540
5930_right,135,340,140,540,540
5944_left,135,340,140,540,540
5953_left,135,340,140,540,540
5965_left,135,340,140,540,540
5965_right,135,340,140,540,540
6014_left,135,340,140,540,540
6018_left,135,340,140,540,540
6022_right,135,340,140,540,540
6053_right,135,340,140,540,540
6079_left,135,340,140,540,540
607_left,135,340,140,540,540
6093_left,135,340,140,540,540
